sample_id,pair_id,seed,base_consensus_shift,method_consensus_shift,paired_valid,base_state,method_state,strict_rescue,persistent_failure,strict_harm,stable_success,fail_to_disagree,disagree_to_fail,base_A_identity_mean,method_A_identity_mean,delta_A_identity,base_B_identity_mean,method_B_identity_mean,delta_B_identity
sample_0349,pair_070,,,True,False,,fail,False,False,False,False,False,False,,2.5,,,3.5,
sample_0350,pair_019,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0351,pair_050,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.0,,
sample_0352,pair_091,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0353,pair_061,,True,,False,fail,,False,False,False,False,False,False,3.0,,,2.0,,
sample_0354,pair_036,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0355,pair_029,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0356,pair_020,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.0,,
sample_0357,pair_082,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0358,pair_095,,False,,False,disagree,,False,False,False,False,False,False,3.0,,,3.5,,
sample_0359,pair_022,,True,,False,fail,,False,False,False,False,False,False,2.0,,,3.0,,
sample_0360,pair_061,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0361,pair_012,,True,,False,fail,,False,False,False,False,False,False,4.5,,,2.5,,
sample_0362,pair_080,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0363,pair_011,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0364,pair_088,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0365,pair_053,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0366,pair_098,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.0,,
sample_0367,pair_042,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0368,pair_015,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.5,,
sample_0369,pair_020,,True,,False,fail,,False,False,False,False,False,False,1.0,,,1.0,,
sample_0370,pair_004,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0371,pair_014,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0372,pair_008,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0373,pair_098,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0374,pair_081,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0375,pair_008,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0376,pair_043,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0377,pair_074,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,3.0,,
sample_0378,pair_042,,True,,False,fail,,False,False,False,False,False,False,5.0,,,2.0,,
sample_0379,pair_067,,True,,False,fail,,False,False,False,False,False,False,2.5,,,2.5,,
sample_0380,pair_056,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0381,pair_073,,False,,False,success,,False,False,False,False,False,False,4.0,,,3.0,,
sample_0382,pair_024,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0383,pair_096,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0384,pair_002,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0385,pair_023,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0386,pair_003,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0387,pair_080,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0388,pair_065,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0389,pair_083,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.5,,
sample_0390,pair_084,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,3.5,,
sample_0391,pair_044,,,True,False,,fail,False,False,False,False,False,False,,2.0,,,2.0,
sample_0392,pair_079,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0393,pair_037,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,3.0,,
sample_0394,pair_032,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0395,pair_051,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0396,pair_080,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0397,pair_094,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,4.0,,
sample_0398,pair_091,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0399,pair_002,,True,,False,fail,,False,False,False,False,False,False,4.5,,,2.0,,
sample_0400,pair_042,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0401,pair_095,,True,True,True,fail,fail,False,True,False,False,False,False,2.5,2.5,0.0,3.5,3.0,-0.5
sample_0402,pair_099,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0403,pair_059,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0404,pair_019,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0405,pair_098,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.5,,
sample_0406,pair_098,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0407,pair_030,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0408,pair_097,,,True,False,,fail,False,False,False,False,False,False,,2.0,,,2.5,
sample_0409,pair_067,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0410,pair_099,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0411,pair_045,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0412,pair_088,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.0,,
sample_0413,pair_098,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,3.0,,
sample_0414,pair_082,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.5,,
sample_0415,pair_026,,True,,False,fail,,False,False,False,False,False,False,1.5,,,1.5,,
sample_0416,pair_014,,True,,False,fail,,False,False,False,False,False,False,2.5,,,2.0,,
sample_0417,pair_055,,,True,False,,fail,False,False,False,False,False,False,,2.5,,,3.0,
sample_0418,pair_001,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0419,pair_083,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,3.5,,
sample_0420,pair_068,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0421,pair_033,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0422,pair_030,,True,,False,fail,,False,False,False,False,False,False,2.5,,,2.0,,
sample_0423,pair_082,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,4.0,,
sample_0424,pair_032,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0425,pair_019,,True,True,True,fail,fail,False,True,False,False,False,False,2.5,2.5,0.0,2.0,2.0,0.0
sample_0426,pair_012,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,3.5,,
sample_0427,pair_056,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0428,pair_093,,,False,False,,disagree,False,False,False,False,False,False,,4.0,,,4.0,
sample_0429,pair_057,,False,,False,success,,False,False,False,False,False,False,4.5,,,4.5,,
sample_0430,pair_047,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0431,pair_003,,True,True,True,fail,fail,False,True,False,False,False,False,4.5,4.5,0.0,2.0,2.0,0.0
sample_0432,pair_028,,True,,False,fail,,False,False,False,False,False,False,1.5,,,1.5,,
sample_0433,pair_029,,True,,False,fail,,False,False,False,False,False,False,4.0,,,1.5,,
sample_0434,pair_026,,True,True,True,fail,fail,False,True,False,False,False,False,2.0,2.0,0.0,2.5,2.0,-0.5
sample_0435,pair_019,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.0,,
sample_0436,pair_043,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0437,pair_020,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0438,pair_048,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,3.5,,
sample_0439,pair_047,,True,,False,fail,,False,False,False,False,False,False,3.5,,,3.5,,
sample_0440,pair_067,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0441,pair_021,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0442,pair_014,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0443,pair_007,,,False,False,,disagree,False,False,False,False,False,False,,3.5,,,4.0,
sample_0444,pair_049,,True,,False,fail,,False,False,False,False,False,False,4.0,,,2.5,,
sample_0445,pair_006,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0446,pair_091,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0447,pair_057,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0448,pair_089,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.5,,
sample_0449,pair_072,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0450,pair_035,,True,,False,fail,,False,False,False,False,False,False,1.5,,,0.5,,
sample_0451,pair_088,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0452,pair_089,,False,,False,disagree,,False,False,False,False,False,False,5.0,,,3.0,,
sample_0453,pair_048,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0454,pair_092,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0455,pair_059,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0456,pair_006,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0457,pair_055,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0458,pair_014,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0459,pair_012,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0460,pair_095,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0461,pair_084,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,3.5,,
sample_0462,pair_043,,True,,False,fail,,False,False,False,False,False,False,3.0,,,4.0,,
sample_0463,pair_046,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0464,pair_052,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,3.5,,
sample_0465,pair_028,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.5,,
sample_0466,pair_032,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0467,pair_058,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0468,pair_022,,True,,False,fail,,False,False,False,False,False,False,2.0,,,3.5,,
sample_0469,pair_036,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0470,pair_064,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0471,pair_015,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0472,pair_020,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0473,pair_018,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0474,pair_039,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0475,pair_034,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0476,pair_054,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0477,pair_099,,True,,False,fail,,False,False,False,False,False,False,3.0,,,2.0,,
sample_0478,pair_010,,True,True,True,fail,fail,False,True,False,False,False,False,2.0,2.5,0.5,2.5,2.5,0.0
sample_0479,pair_069,,,True,False,,fail,False,False,False,False,False,False,,3.5,,,2.5,
sample_0480,pair_009,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,3.5,,
sample_0481,pair_093,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0482,pair_029,,True,,False,fail,,False,False,False,False,False,False,3.0,,,2.5,,
sample_0483,pair_057,,,False,False,,disagree,False,False,False,False,False,False,,4.5,,,4.0,
sample_0484,pair_069,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0485,pair_034,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0486,pair_065,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0487,pair_079,,True,,False,fail,,False,False,False,False,False,False,2.0,,,3.5,,
sample_0488,pair_099,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0489,pair_053,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0490,pair_067,,,True,False,,fail,False,False,False,False,False,False,,3.0,,,2.0,
sample_0491,pair_078,,True,,False,fail,,False,False,False,False,False,False,3.0,,,3.0,,
sample_0492,pair_009,,,True,False,,fail,False,False,False,False,False,False,,4.0,,,3.0,
sample_0493,pair_047,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0494,pair_044,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0495,pair_023,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0496,pair_051,,,True,False,,fail,False,False,False,False,False,False,,2.0,,,2.0,
sample_0497,pair_005,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0498,pair_072,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0499,pair_079,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0500,pair_059,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0501,pair_066,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0502,pair_036,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0503,pair_092,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0504,pair_080,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0505,pair_090,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0506,pair_026,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0507,pair_015,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0508,pair_095,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0509,pair_085,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0510,pair_025,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0511,pair_023,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0512,pair_011,,False,,False,disagree,,False,False,False,False,False,False,2.0,,,2.0,,
sample_0513,pair_058,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0514,pair_064,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.5,,
sample_0515,pair_086,,True,,False,fail,,False,False,False,False,False,False,3.0,,,3.5,,
sample_0516,pair_073,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0517,pair_075,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0518,pair_013,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.5,,
sample_0519,pair_090,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0520,pair_060,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0521,pair_064,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.5,,
sample_0522,pair_079,,,True,False,,fail,False,False,False,False,False,False,,1.5,,,4.0,
sample_0523,pair_045,,,True,False,,fail,False,False,False,False,False,False,,1.5,,,3.0,
sample_0524,pair_026,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0525,pair_037,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0526,pair_046,,True,,False,fail,,False,False,False,False,False,False,2.0,,,3.0,,
sample_0527,pair_011,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0528,pair_039,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.5,,
sample_0529,pair_007,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0530,pair_067,,True,,False,fail,,False,False,False,False,False,False,2.0,,,3.0,,
sample_0531,pair_042,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0532,pair_054,,False,,False,disagree,,False,False,False,False,False,False,3.0,,,4.5,,
sample_0533,pair_038,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0534,pair_036,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0535,pair_013,,True,,False,fail,,False,False,False,False,False,False,4.5,,,2.0,,
sample_0536,pair_027,,True,,False,fail,,False,False,False,False,False,False,4.0,,,2.5,,
sample_0537,pair_072,,True,,False,fail,,False,False,False,False,False,False,2.0,,,3.0,,
sample_0538,pair_088,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0539,pair_047,,,True,False,,fail,False,False,False,False,False,False,,2.0,,,3.5,
sample_0540,pair_072,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0541,pair_069,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0542,pair_052,,,True,False,,fail,False,False,False,False,False,False,,2.5,,,3.0,
sample_0543,pair_083,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0544,pair_100,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0545,pair_075,,True,,False,fail,,False,False,False,False,False,False,3.0,,,3.0,,
sample_0546,pair_049,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0547,pair_089,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0548,pair_038,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0549,pair_059,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0550,pair_048,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0551,pair_074,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0552,pair_088,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.5,,
sample_0553,pair_037,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0554,pair_069,,True,,False,fail,,False,False,False,False,False,False,3.0,,,2.0,,
sample_0555,pair_043,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0556,pair_009,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0557,pair_052,,,False,False,,disagree,False,False,False,False,False,False,,3.5,,,3.5,
sample_0558,pair_043,,,True,False,,fail,False,False,False,False,False,False,,1.5,,,3.0,
sample_0559,pair_018,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0560,pair_054,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0561,pair_091,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0562,pair_070,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0563,pair_093,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0564,pair_031,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0565,pair_005,,True,,False,fail,,False,False,False,False,False,False,3.0,,,2.5,,
sample_0566,pair_020,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.5,,
sample_0567,pair_021,,True,,False,fail,,False,False,False,False,False,False,3.0,,,2.0,,
sample_0568,pair_028,,True,True,True,fail,fail,False,True,False,False,False,False,2.0,2.5,0.5,2.5,2.5,0.0
sample_0569,pair_040,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0570,pair_061,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.0,,
sample_0571,pair_073,,,True,False,,fail,False,False,False,False,False,False,,1.0,,,3.0,
sample_0572,pair_086,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0573,pair_029,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0574,pair_095,,,True,False,,fail,False,False,False,False,False,False,,2.0,,,2.5,
sample_0575,pair_092,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0576,pair_079,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0577,pair_052,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0578,pair_068,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,3.0,,
sample_0579,pair_006,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0580,pair_034,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0581,pair_045,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0582,pair_018,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0583,pair_078,,True,,False,fail,,False,False,False,False,False,False,2.0,,,3.0,,
sample_0584,pair_051,,True,,False,fail,,False,False,False,False,False,False,3.0,,,3.0,,
sample_0585,pair_036,,False,,False,disagree,,False,False,False,False,False,False,3.0,,,3.0,,
sample_0586,pair_025,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0587,pair_081,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0588,pair_035,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0589,pair_028,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0590,pair_077,,True,True,True,fail,fail,False,True,False,False,False,False,2.5,1.5,-1.0,3.5,1.5,-2.0
sample_0591,pair_063,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0592,pair_021,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0593,pair_019,,True,,False,fail,,False,False,False,False,False,False,2.5,,,1.5,,
sample_0594,pair_049,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0595,pair_044,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0596,pair_017,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0597,pair_062,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0598,pair_010,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0599,pair_074,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0600,pair_011,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0601,pair_081,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0602,pair_084,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0603,pair_053,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0604,pair_043,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0605,pair_026,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0606,pair_040,,True,,False,fail,,False,False,False,False,False,False,4.0,,,3.0,,
sample_0607,pair_033,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0608,pair_022,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0609,pair_032,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0610,pair_020,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0611,pair_001,,True,,False,fail,,False,False,False,False,False,False,4.5,,,3.0,,
sample_0612,pair_068,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0613,pair_068,,True,,False,fail,,False,False,False,False,False,False,2.5,,,2.0,,
sample_0614,pair_031,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0615,pair_059,,False,,False,disagree,,False,False,False,False,False,False,3.0,,,3.0,,
sample_0616,pair_002,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0617,pair_044,,,True,False,,fail,False,False,False,False,False,False,,2.5,,,3.0,
sample_0618,pair_026,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0619,pair_060,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0620,pair_005,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.5,,
sample_0621,pair_007,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0622,pair_096,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0623,pair_054,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0624,pair_050,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0625,pair_075,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,4.0,,
sample_0626,pair_031,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0627,pair_072,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0628,pair_066,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,3.5,,
sample_0629,pair_034,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0630,pair_040,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0631,pair_036,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0632,pair_016,,False,,False,disagree,,False,False,False,False,False,False,5.0,,,3.0,,
sample_0633,pair_063,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0634,pair_049,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0635,pair_015,,,False,False,,disagree,False,False,False,False,False,False,,3.5,,,3.0,
sample_0636,pair_090,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0637,pair_092,,True,,False,fail,,False,False,False,False,False,False,4.0,,,2.5,,
sample_0638,pair_039,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0639,pair_064,,True,,False,fail,,False,False,False,False,False,False,4.0,,,2.5,,
sample_0640,pair_025,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,3.0,,
sample_0641,pair_039,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0642,pair_019,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0643,pair_036,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0644,pair_046,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0645,pair_044,,True,,False,fail,,False,False,False,False,False,False,2.5,,,2.0,,
sample_0646,pair_004,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0647,pair_097,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0648,pair_080,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,4.0,,
sample_0649,pair_018,,True,True,True,fail,fail,False,True,False,False,False,False,2.5,2.0,-0.5,3.5,2.5,-1.0
sample_0650,pair_030,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0651,pair_069,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0652,pair_058,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,4.0,,
sample_0653,pair_069,,True,,False,fail,,False,False,False,False,False,False,2.5,,,2.0,,
sample_0654,pair_041,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0655,pair_087,,True,,False,fail,,False,False,False,False,False,False,4.0,,,3.0,,
sample_0656,pair_037,,True,True,True,fail,fail,False,True,False,False,False,False,3.5,3.5,0.0,2.5,2.0,-0.5
sample_0657,pair_068,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0658,pair_038,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0659,pair_082,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.0,,
sample_0660,pair_001,,False,,False,disagree,,False,False,False,False,False,False,5.0,,,3.5,,
sample_0661,pair_061,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0662,pair_005,,True,,False,fail,,False,False,False,False,False,False,1.0,,,1.0,,
sample_0663,pair_070,,False,,False,disagree,,False,False,False,False,False,False,3.0,,,3.0,,
sample_0664,pair_077,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0665,pair_047,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0666,pair_060,,True,,False,fail,,False,False,False,False,False,False,3.0,,,1.5,,
sample_0667,pair_021,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0668,pair_075,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0669,pair_095,,,True,False,,fail,False,False,False,False,False,False,,2.0,,,2.5,
sample_0670,pair_100,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0671,pair_062,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0672,pair_087,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0673,pair_061,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0674,pair_012,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0675,pair_076,,,True,False,,fail,False,False,False,False,False,False,,4.0,,,1.0,
sample_0676,pair_079,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0677,pair_091,,True,True,True,fail,fail,False,True,False,False,False,False,2.0,2.0,0.0,2.5,2.5,0.0
sample_0678,pair_041,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.5,,
sample_0679,pair_060,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0680,pair_008,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0681,pair_029,,True,,False,fail,,False,False,False,False,False,False,4.0,,,3.0,,
sample_0682,pair_071,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0683,pair_039,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0684,pair_008,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0685,pair_069,,True,True,True,fail,fail,False,True,False,False,False,False,3.5,1.5,-2.0,2.0,2.0,0.0
sample_0686,pair_077,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,3.5,,
sample_0687,pair_065,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.5,,
sample_0688,pair_049,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0689,pair_085,,True,,False,fail,,False,False,False,False,False,False,2.0,,,3.0,,
sample_0690,pair_051,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0691,pair_079,,,,False,,,False,False,False,False,False,False,,,,,,
