attribution,candidate_task_id,consensus_A_affected,consensus_B_affected,consensus_shift,entity_A,entity_A_diagnostic,entity_B,entity_B_diagnostic,gemini_candidate_A_score,gemini_candidate_B_score,gemini_shift,gemini_standalone_A_correct,gemini_standalone_B_correct,gemini_valid,latent_seed,method_key,native_task_id,pair_id,pair_index,qwen_candidate_A_score,qwen_candidate_B_score,qwen_shift,qwen_standalone_A_correct,qwen_standalone_B_correct,qwen_valid,replicate,sample_id,seed_group,standalone_A_task_id,standalone_B_task_id
knowledge_insufficiency,pair_088_lsda_original_g2_r1_s2021,False,True,True,a Navajo wool rug,"a Navajo wool rug with a woven flat surface and red, black, gray, and cream geometry, showing stepped diamonds and serrated bands",a Kyrgyz shyrdak felt rug,"a Kyrgyz shyrdak felt rug made from cut and inlaid wool felt in contrasting colors, showing mirrored horn motifs, scrolling forms, and outlined geometry",3,2,True,True,False,True,2021,original,pair_088_native_SS_g2_r1_s2021,pair_088,88,5,2,True,True,False,True,1,sample_0364,2,pair_088_standalone_A_g2_r1_s2021,pair_088_standalone_B_g2_r1_s2021
knowledge_insufficiency,pair_020_lsda_original_g2_r2_s2022,True,True,True,a Polish Bolesławiec stoneware jug,"a Polish Bolesławiec stoneware jug with a cream glazed body stamped in cobalt blue, showing repeated dots, peacock-eye rosettes, and circular folk patterns",a Bulgarian Troyan pottery jug,"a Bulgarian Troyan pottery jug with a dark glazed earthenware body and feathered slip decoration, showing brown, green, yellow, and cream wave patterns",2,2,True,False,False,True,2022,original,pair_020_native_SS_g2_r2_s2022,pair_020,20,0,0,True,False,False,True,2,sample_0369,2,pair_020_standalone_A_g2_r2_s2022,pair_020_standalone_B_g2_r2_s2022
composition_mechanism_failure,pair_042_lsda_original_g3_r1_s3031,True,True,True,a Chinese cloisonné box,"a Chinese cloisonné box with turquoise and cobalt-blue enamel cells separated by gilded metal wires, showing lotus, cloud, and auspicious motifs",a Korean chilbo enamel box,"a Korean chilbo enamel box with colored enamel over a metal base, showing simplified plum blossoms, cranes, and geometric motifs in compact panels",1,1,True,True,True,True,3031,original,pair_042_native_SS_g3_r1_s3031,pair_042,42,1,2,True,True,True,True,1,sample_0378,3,pair_042_standalone_A_g3_r1_s3031,pair_042_standalone_B_g3_r1_s3031
composition_mechanism_failure,pair_091_lsda_original_g2_r2_s2022,True,False,True,a Venetian Murano glass vase,"a Venetian Murano glass vase made from vividly colored blown glass with layered canes, showing curves, millefiori accents, and polished translucent depth",a Palestinian Hebron blown-glass vase,"a Palestinian Hebron blown-glass vase made from recycled glass in translucent turquoise and green, showing a irregular hand-blown body, bubbles, and applied glass trails",2,3,True,True,True,True,2022,original,pair_091_native_SS_g2_r2_s2022,pair_091,91,2,5,True,True,True,True,2,sample_0398,2,pair_091_standalone_A_g2_r2_s2022,pair_091_standalone_B_g2_r2_s2022
composition_mechanism_failure,pair_002_lsda_original_g3_r1_s3031,False,True,True,a Chinese blue-and-white porcelain plate,"a Chinese blue-and-white porcelain plate with cobalt-blue underglaze painting, showing Chinese landscape, lotus, and scrolling-cloud motifs",a Japanese Nabeshima porcelain plate,"a Japanese Nabeshima porcelain plate with underglaze-blue outlines and sparse overglaze color, showing asymmetrical flowers, textiles, and geometric border motifs",4,2,True,True,True,True,3031,original,pair_002_native_SS_g3_r1_s3031,pair_002,2,5,3,True,True,True,True,1,sample_0399,3,pair_002_standalone_A_g3_r1_s3031,pair_002_standalone_B_g3_r1_s3031
knowledge_insufficiency,pair_019_lsda_original_g2_r2_s2022,True,True,True,a Japanese Raku tea bowl,"a Japanese Raku tea bowl with a hand-shaped low-fired body and irregular black glaze, showing a warped rim and tactile matte-to-gloss surface",a Japanese Onta ware bowl,"a Japanese Onta ware bowl made of stoneware with slip-trailed and combed decoration, showing rhythmic white, brown, and ochre bands made by wheel techniques",3,2,True,False,False,True,2022,original,pair_019_native_SS_g2_r2_s2022,pair_019,19,2,2,True,False,False,True,2,sample_0404,2,pair_019_standalone_A_g2_r2_s2022,pair_019_standalone_B_g2_r2_s2022
mixed_or_uncertain,pair_098_lsda_original_g2_r2_s2022,True,True,True,a Russian matryoshka wooden doll,"a Russian matryoshka wooden doll with a turned wooden body painted in colors, showing a smiling figure in a floral headscarf and apron",a Japanese Tsugaru kokeshi wooden doll,"a Japanese Tsugaru kokeshi wooden doll with a lathe-turned cylindrical body and rounded head, showing painted rings, chrysanthemum motifs, and a simple face",2,2,True,True,False,True,2022,original,pair_098_native_SS_g2_r2_s2022,pair_098,98,3,2,True,True,True,True,2,sample_0405,2,pair_098_standalone_A_g2_r2_s2022,pair_098_standalone_B_g2_r2_s2022
knowledge_insufficiency,pair_097_lsda_original_g1_r1_s1011,False,True,True,an Italian tooled-leather wall panel,"an Italian tooled-leather wall panel made from embossed and gilded leather, showing scrolling acanthus leaves, heraldic forms, and brown-and-gold relief",a Spanish Córdoba guadamecí leather panel,"a Spanish Córdoba guadamecí leather panel made from silvered, painted, and embossed leather, showing Renaissance arabesques, flowers, and richly colored metallic relief",2,2,True,True,False,True,1011,original,pair_097_native_SS_g1_r1_s1011,pair_097,97,4,2,True,True,False,True,1,sample_0408,1,pair_097_standalone_A_g1_r1_s1011,pair_097_standalone_B_g1_r1_s1011
composition_mechanism_failure,pair_014_lsda_original_g1_r2_s1012,False,True,True,an Italian Renaissance maiolica plate,"an Italian Renaissance maiolica plate with opaque white tin glaze, painted in cobalt blue, ochre yellow, copper green, and manganese purple with a figurative medallion and scrolling foliage",a French Nevers faience plate,"a French Nevers faience plate with white tin glaze, painted in deep blue, yellow, and manganese with heraldic, pastoral, and symmetrical floral motifs",3,2,True,True,True,True,1012,original,pair_014_native_SS_g1_r2_s1012,pair_014,14,4,3,True,True,True,True,2,sample_0416,1,pair_014_standalone_A_g1_r2_s1012,pair_014_standalone_B_g1_r2_s1012
mixed_or_uncertain,pair_030_lsda_original_g3_r2_s3032,True,True,True,a Chinese Longquan celadon vase,"a Chinese Longquan celadon vase with a thick translucent sea-green glaze over a balanced stoneware form, showing carved lotus petals and defined ridges",a Thai Si Satchanalai celadon vase,"a Thai Si Satchanalai celadon vase with an olive-green crackled glaze over gray stoneware, showing incised lotus petals, ring bands, and a high-shouldered profile",2,2,True,False,False,True,3032,original,pair_030_native_SS_g3_r2_s3032,pair_030,30,3,4,True,False,True,True,2,sample_0422,3,pair_030_standalone_A_g3_r2_s3032,pair_030_standalone_B_g3_r2_s3032
knowledge_insufficiency,pair_047_lsda_original_g1_r2_s1012,True,False,True,an Indian Bidriware vase,"an Indian Bidriware vase made of blackened zinc alloy inlaid with silver, showing poppy flowers, geometric lattices, and arabesques",a Syrian Damascene inlaid-brass vase,"a Syrian Damascene inlaid-brass vase made of darkened brass inlaid with silver and copper, showing calligraphic bands, interlaced stars, and scrolling arabesques",2,2,True,False,True,True,1012,original,pair_047_native_SS_g1_r2_s1012,pair_047,47,2,5,True,False,True,True,2,sample_0430,1,pair_047_standalone_A_g1_r2_s1012,pair_047_standalone_B_g1_r2_s1012
composition_mechanism_failure,pair_003_lsda_original_g3_r2_s3032,False,True,True,a Chinese blue-and-white porcelain vase,"a Chinese blue-and-white porcelain vase with cobalt-blue underglaze painting, showing Chinese landscape, lotus, and scrolling-cloud motifs",a Thai Bencharong porcelain vase,"a Thai Bencharong porcelain vase with polychrome overglaze enamel and gold outlines, showing repeating flame, deity, and floral motifs on a dark ground",4,2,True,True,True,True,3032,original,pair_003_native_SS_g3_r2_s3032,pair_003,3,5,2,True,True,True,True,2,sample_0431,3,pair_003_standalone_A_g3_r2_s3032,pair_003_standalone_B_g3_r2_s3032
composition_mechanism_failure,pair_047_lsda_original_g1_r3_s1013,True,True,True,an Indian Bidriware vase,"an Indian Bidriware vase made of blackened zinc alloy inlaid with silver, showing poppy flowers, geometric lattices, and arabesques",a Syrian Damascene inlaid-brass vase,"a Syrian Damascene inlaid-brass vase made of darkened brass inlaid with silver and copper, showing calligraphic bands, interlaced stars, and scrolling arabesques",2,2,True,True,True,True,1013,original,pair_047_native_SS_g1_r3_s1013,pair_047,47,2,3,True,True,True,True,3,sample_0439,1,pair_047_standalone_A_g1_r3_s1013,pair_047_standalone_B_g1_r3_s1013
composition_mechanism_failure,pair_014_lsda_original_g2_r2_s2022,True,True,True,an Italian Renaissance maiolica plate,"an Italian Renaissance maiolica plate with opaque white tin glaze, painted in cobalt blue, ochre yellow, copper green, and manganese purple with a figurative medallion and scrolling foliage",a French Nevers faience plate,"a French Nevers faience plate with white tin glaze, painted in deep blue, yellow, and manganese with heraldic, pastoral, and symmetrical floral motifs",2,2,True,True,True,True,2022,original,pair_014_native_SS_g2_r2_s2022,pair_014,14,0,2,True,True,True,True,2,sample_0458,2,pair_014_standalone_A_g2_r2_s2022,pair_014_standalone_B_g2_r2_s2022
shift_location_disagreement,pair_078_lsda_original_g3_r2_s3032,False,False,True,an Indian kantha quilt,"an Indian kantha quilt made from layered cotton joined by running stitches, showing rippling lines, lotus flowers, animals, and narrative folk scenes",a Korean bojagi patchwork wrapping cloth,"a Korean bojagi patchwork wrapping cloth assembled from translucent or opaque fabric rectangles, showing asymmetrical geometric seams and jewel-toned color blocks",3,2,True,False,False,True,3032,original,pair_078_native_SS_g3_r2_s3032,pair_078,78,2,4,True,False,True,True,2,sample_0491,3,pair_078_standalone_A_g3_r2_s3032,pair_078_standalone_B_g3_r2_s3032
knowledge_insufficiency,pair_005_lsda_original_g1_r1_s1011,True,True,True,a Japanese Imari porcelain plate,"a Japanese Imari porcelain plate with cobalt-blue underglaze and iron-red and gold overglaze decoration, showing radial floral panels and patterned reserves",a Japanese Kutani porcelain plate,"a Japanese Kutani porcelain plate with polychrome overglaze enamels in green, yellow, red, purple, and blue, showing floral and landscape panels",3,3,True,False,False,True,1011,original,pair_005_native_SS_g1_r1_s1011,pair_005,5,3,3,True,False,False,True,1,sample_0497,1,pair_005_standalone_A_g1_r1_s1011,pair_005_standalone_B_g1_r1_s1011
knowledge_insufficiency,pair_072_lsda_original_g2_r3_s2023,True,True,True,an Indonesian batik textile panel,"an Indonesian batik textile panel with wax-resist dyeing in indigo, brown, and cream, showing parang diagonals, kawung rosettes, and densely repeated floral motifs",a Japanese katazome textile panel,"a Japanese katazome textile panel with stencil-resist dyeing on cotton in indigo and white, showing waves, chrysanthemums, birds, and repeating geometric motifs",2,3,True,False,False,True,2023,original,pair_072_native_SS_g2_r3_s2023,pair_072,72,2,3,True,False,False,True,3,sample_0498,2,pair_072_standalone_A_g2_r3_s2023,pair_072_standalone_B_g2_r3_s2023
composition_mechanism_failure,pair_064_lsda_original_g2_r1_s2021,True,False,True,an Indian Banarasi brocade textile panel,"an Indian Banarasi brocade textile panel woven in rich silk with gold zari, showing floral buta, scrolling vines, and elaborate architectural borders",a Turkmen keteni silk textile panel,"a Turkmen keteni silk textile panel woven in narrow bands of red, yellow, green, and purple silk, showing stripes and geometric accents",2,5,True,True,True,True,2021,original,pair_064_native_SS_g2_r1_s2021,pair_064,64,4,5,True,True,True,True,1,sample_0514,2,pair_064_standalone_A_g2_r1_s2021,pair_064_standalone_B_g2_r1_s2021
knowledge_insufficiency,pair_045_lsda_original_g3_r3_s3033,True,False,True,a Spanish Toledo damascened box,"a Spanish Toledo damascened box made of blackened steel inlaid with gold and silver, showing Moorish arabesques and geometric filigree patterns",a Japanese nunome-zōgan metal-inlay box,"a Japanese nunome-zōgan metal-inlay box made of dark iron overlaid with gold and silver textile-like inlay, showing waves, flowers, and geometric bands",2,3,True,False,False,True,3033,original,pair_045_native_SS_g3_r3_s3033,pair_045,45,1,4,True,False,True,True,3,sample_0523,3,pair_045_standalone_A_g3_r3_s3033,pair_045_standalone_B_g3_r3_s3033
mixed_or_uncertain,pair_046_lsda_original_g1_r3_s1013,True,False,True,a Spanish Toledo damascened vase,"a Spanish Toledo damascened vase made of blackened steel inlaid with gold and silver, showing Moorish arabesques and geometric filigree patterns",a Korean ipsa metal-inlay vase,"a Korean ipsa metal-inlay vase made of dark patinated metal inlaid with silver wire, showing cranes, clouds, and sparse linear landscape motifs",3,3,True,True,False,True,1013,original,pair_046_native_SS_g1_r3_s1013,pair_046,46,1,4,True,False,True,True,3,sample_0526,1,pair_046_standalone_A_g1_r3_s1013,pair_046_standalone_B_g1_r3_s1013
knowledge_insufficiency,pair_011_lsda_original_g2_r3_s2023,True,True,True,a Korean Goryeo celadon maebyeong vase,"a Korean Goryeo celadon maebyeong vase with a green celadon glaze and pale slip inlay, showing cranes, clouds, and chrysanthemum medallions",a Thai Sawankhalok celadon jar,"a Thai Sawankhalok celadon jar with an olive-green crackled glaze on a stoneware body, showing incised lotus petals and simple ring bands",2,2,True,False,False,True,2023,original,pair_011_native_SS_g2_r3_s2023,pair_011,11,2,3,True,False,False,True,3,sample_0527,2,pair_011_standalone_A_g2_r3_s2023,pair_011_standalone_B_g2_r3_s2023
mixed_or_uncertain,pair_013_lsda_original_g2_r2_s2022,False,True,True,a Dutch blue-and-white Delftware vase,"a Dutch blue-and-white Delftware vase with opaque white tin glaze, painted in cobalt blue with canal-house, tulip, and ornamental border motifs",a Tunisian Qallaline faience vase,"a Tunisian Qallaline faience vase with tin glaze, painted in cobalt blue, green, ochre, and manganese with cypress, arch, and floral motifs",4,2,True,True,False,True,2022,original,pair_013_native_SS_g2_r2_s2022,pair_013,13,5,2,True,True,True,True,2,sample_0535,2,pair_013_standalone_A_g2_r2_s2022,pair_013_standalone_B_g2_r2_s2022
composition_mechanism_failure,pair_027_lsda_original_g1_r3_s1013,True,True,True,an English Wedgwood jasperware vase,"an English Wedgwood jasperware vase with a matte blue stoneware body and white relief decoration, showing classical figures, laurel swags, and geometric borders",a Portuguese Caldas da Rainha ceramic vase,"a Portuguese Caldas da Rainha ceramic vase with brightly glazed sculptural earthenware, showing naturalistic leaves, fruit, insects, and textured relief surfaces",3,2,True,True,True,True,1013,original,pair_027_native_SS_g1_r3_s1013,pair_027,27,3,2,True,True,True,True,3,sample_0536,1,pair_027_standalone_A_g1_r3_s1013,pair_027_standalone_B_g1_r3_s1013
mixed_or_uncertain,pair_069_lsda_original_g2_r3_s2023,False,True,True,an Indonesian ikat textile panel,"an Indonesian ikat textile panel woven from resist-dyed threads with feathered edges, showing diamonds, ancestor figures, and rhythmic color bands",a Sumbanese hinggi textile panel,"a Sumbanese hinggi textile panel woven in warp ikat with indigo, rust red, and cream, showing horses, roosters, skull trees, and large heraldic figures",3,2,True,True,False,True,2023,original,pair_069_native_SS_g2_r3_s2023,pair_069,69,4,2,True,True,True,True,3,sample_0541,2,pair_069_standalone_A_g2_r3_s2023,pair_069_standalone_B_g2_r3_s2023
mixed_or_uncertain,pair_075_lsda_original_g1_r2_s1012,True,False,True,a Mexican Otomi embroidered blouse,"a Mexican Otomi embroidered blouse worked in flat satin stitch, showing mirrored birds, deer, flowers, and fantastical animals around the neckline and sleeves",a Guatemalan huipil blouse,"a Guatemalan huipil blouse woven and embroidered in colors, showing diamonds, birds, maize, and community-specific geometric bands",2,2,True,True,True,True,1012,original,pair_075_native_SS_g1_r2_s1012,pair_075,75,2,4,True,False,True,True,2,sample_0545,1,pair_075_standalone_A_g1_r2_s1012,pair_075_standalone_B_g1_r2_s1012
knowledge_insufficiency,pair_021_lsda_original_g3_r2_s3032,True,True,True,a Japanese Raku tea bowl,"a Japanese Raku tea bowl with a hand-shaped low-fired body and irregular black glaze, showing a warped rim and tactile matte-to-gloss surface",a Korean buncheong tea bowl,"a Korean buncheong tea bowl made of gray stoneware brushed with white slip, showing stamped, incised, or freely painted decoration beneath a translucent glaze",3,2,True,False,False,True,3032,original,pair_021_native_SS_g3_r2_s3032,pair_021,21,4,4,True,False,False,True,2,sample_0567,3,pair_021_standalone_A_g3_r2_s3032,pair_021_standalone_B_g3_r2_s3032
knowledge_insufficiency,pair_029_lsda_original_g1_r1_s1011,False,True,True,a Japanese Bizen stoneware vase,"a Japanese Bizen stoneware vase with an unglazed reddish-brown body marked by natural ash deposits and flame flashes, showing an austere asymmetrical form",a French Puisaye stoneware vase,"a French Puisaye stoneware vase with a dark salt-glazed stoneware body and earthy brown-to-gray surface, showing incised bands and robust hand-thrown proportions",3,2,True,False,False,True,1011,original,pair_029_native_SS_g1_r1_s1011,pair_029,29,4,2,True,True,False,True,1,sample_0573,1,pair_029_standalone_A_g1_r1_s1011,pair_029_standalone_B_g1_r1_s1011
mixed_or_uncertain,pair_092_lsda_original_g2_r3_s2023,True,False,True,a Bohemian cut-glass vase,"a Bohemian cut-glass vase made from clear or ruby-overlaid crystal with deep wheel-cut facets, showing stars, fans, and sharply sparkling geometric panels",a Czech Železný Brod art-glass vase,"a Czech Železný Brod art-glass vase made from hand-shaped colored glass with clean modern curves, showing layered transparent tones, internal bubbles, and sculptural forms",2,3,True,True,True,True,2023,original,pair_092_native_SS_g2_r3_s2023,pair_092,92,2,4,True,False,True,True,3,sample_0575,2,pair_092_standalone_A_g2_r3_s2023,pair_092_standalone_B_g2_r3_s2023
knowledge_insufficiency,pair_079_lsda_original_g2_r3_s2023,True,False,True,a Panamanian mola textile panel,"a Panamanian mola textile panel made with layered reverse appliqué in colors, showing animals, plants, and maze-like geometric contours",a Ukrainian Hutsul embroidery panel,"a Ukrainian Hutsul embroidery panel worked in cross-stitch with red, orange, black, and green thread, showing diamonds, hooks, and repeated geometric bands",2,3,True,False,True,True,2023,original,pair_079_native_SS_g2_r3_s2023,pair_079,79,2,5,True,False,True,True,3,sample_0576,2,pair_079_standalone_A_g2_r3_s2023,pair_079_standalone_B_g2_r3_s2023
mixed_or_uncertain,pair_019_lsda_original_g3_r1_s3031,True,True,True,a Japanese Raku tea bowl,"a Japanese Raku tea bowl with a hand-shaped low-fired body and irregular black glaze, showing a warped rim and tactile matte-to-gloss surface",a Japanese Onta ware bowl,"a Japanese Onta ware bowl made of stoneware with slip-trailed and combed decoration, showing rhythmic white, brown, and ochre bands made by wheel techniques",3,3,True,True,False,True,3031,original,pair_019_native_SS_g3_r1_s3031,pair_019,19,3,2,True,False,False,True,1,sample_0593,3,pair_019_standalone_A_g3_r1_s3031,pair_019_standalone_B_g3_r1_s3031
composition_mechanism_failure,pair_044_lsda_original_g2_r1_s2021,True,False,True,a Japanese shippō cloisonné enamel box,"a Japanese shippō cloisonné enamel box with colored enamel cells divided by silver wires, showing chrysanthemums, butterflies, and graded pictorial grounds",a Russian Rostov finift painted-enamel box,"a Russian Rostov finift painted-enamel box with miniature enamel painting on a white metal-mounted plaque, showing delicate flowers, saints, or pastoral scenes in pastel colors",2,3,True,True,True,True,2021,original,pair_044_native_SS_g2_r1_s2021,pair_044,44,2,4,True,True,True,True,1,sample_0595,2,pair_044_standalone_A_g2_r1_s2021,pair_044_standalone_B_g2_r1_s2021
mixed_or_uncertain,pair_062_lsda_original_g3_r2_s3032,False,True,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Cambodian hol silk robe,"a Cambodian hol silk robe made from weft-ikat silk with feathered pattern edges, showing repeating lozenges, flowers, and temple-inspired motifs",4,2,True,True,False,True,3032,original,pair_062_native_SS_g3_r2_s3032,pair_062,62,5,4,True,True,True,True,2,sample_0597,3,pair_062_standalone_A_g3_r2_s3032,pair_062_standalone_B_g3_r2_s3032
composition_mechanism_failure,pair_053_lsda_original_g1_r2_s1012,True,True,True,a Persian silver-filigree box,"a Persian silver-filigree box with delicate silver wire scrollwork forming an airy surface, showing repeated palmettes, rosettes, and geometric borders",a Yemeni silver-filigree box,"a Yemeni silver-filigree box with twisted silver wire, granulation, and applied bosses, showing compact geometric and amuletic patterns",3,3,True,True,True,True,1012,original,pair_053_native_SS_g1_r2_s1012,pair_053,53,2,4,True,True,True,True,2,sample_0603,1,pair_053_standalone_A_g1_r2_s1012,pair_053_standalone_B_g1_r2_s1012
composition_mechanism_failure,pair_026_lsda_original_g2_r3_s2023,True,True,True,a Moroccan Safi pottery vase,"a Moroccan Safi pottery vase with a glazed earthenware body painted in blue, green, yellow, and brown, showing arabesques and floral medallions",a Tunisian Nabeul pottery vase,"a Tunisian Nabeul pottery vase with a white glazed body painted in cobalt blue, turquoise, yellow, and green, showing fish, flowers, and Mediterranean geometric borders",2,2,True,True,True,True,2023,original,pair_026_native_SS_g2_r3_s2023,pair_026,26,2,1,True,True,True,True,3,sample_0605,2,pair_026_standalone_A_g2_r3_s2023,pair_026_standalone_B_g2_r3_s2023
composition_mechanism_failure,pair_068_lsda_original_g1_r2_s1012,False,True,True,an Indonesian ikat textile panel,"an Indonesian ikat textile panel woven from resist-dyed threads with feathered edges, showing diamonds, ancestor figures, and rhythmic color bands",an Iban pua kumbu textile panel,"an Iban pua kumbu textile panel woven in warp ikat with deep red, black, and cream yarns, showing powerful hooked figures, spirit motifs, and mirrored geometric bands",3,2,True,True,True,True,1012,original,pair_068_native_SS_g1_r2_s1012,pair_068,68,4,3,True,True,True,True,2,sample_0613,1,pair_068_standalone_A_g1_r2_s1012,pair_068_standalone_B_g1_r2_s1012
composition_mechanism_failure,pair_092_lsda_original_g3_r1_s3031,False,True,True,a Bohemian cut-glass vase,"a Bohemian cut-glass vase made from clear or ruby-overlaid crystal with deep wheel-cut facets, showing stars, fans, and sharply sparkling geometric panels",a Czech Železný Brod art-glass vase,"a Czech Železný Brod art-glass vase made from hand-shaped colored glass with clean modern curves, showing layered transparent tones, internal bubbles, and sculptural forms",4,2,True,True,True,True,3031,original,pair_092_native_SS_g3_r1_s3031,pair_092,92,5,2,True,True,True,True,1,sample_0637,3,pair_092_standalone_A_g3_r1_s3031,pair_092_standalone_B_g3_r1_s3031
composition_mechanism_failure,pair_064_lsda_original_g1_r2_s1012,False,True,True,an Indian Banarasi brocade textile panel,"an Indian Banarasi brocade textile panel woven in rich silk with gold zari, showing floral buta, scrolling vines, and elaborate architectural borders",a Turkmen keteni silk textile panel,"a Turkmen keteni silk textile panel woven in narrow bands of red, yellow, green, and purple silk, showing stripes and geometric accents",3,2,True,True,True,True,1012,original,pair_064_native_SS_g1_r2_s1012,pair_064,64,5,4,True,True,True,True,2,sample_0639,1,pair_064_standalone_A_g1_r2_s1012,pair_064_standalone_B_g1_r2_s1012
mixed_or_uncertain,pair_025_lsda_original_g3_r1_s3031,True,True,True,a Mexican Mata Ortiz pottery jar,"a Mexican Mata Ortiz pottery jar with a thin-walled polished clay body and black-and-red painting, showing interlocking geometric and Mimbres-inspired animal motifs",a Serbian Zlakusa pottery jar,"a Serbian Zlakusa pottery jar made from clay mixed with ground calcite, showing a unglazed surface, rounded cooking-vessel form, and sparse incised bands",2,2,True,False,False,True,3031,original,pair_025_native_SS_g3_r1_s3031,pair_025,25,2,4,True,True,False,True,1,sample_0640,3,pair_025_standalone_A_g3_r1_s3031,pair_025_standalone_B_g3_r1_s3031
mixed_or_uncertain,pair_044_lsda_original_g3_r1_s3031,True,False,True,a Japanese shippō cloisonné enamel box,"a Japanese shippō cloisonné enamel box with colored enamel cells divided by silver wires, showing chrysanthemums, butterflies, and graded pictorial grounds",a Russian Rostov finift painted-enamel box,"a Russian Rostov finift painted-enamel box with miniature enamel painting on a white metal-mounted plaque, showing delicate flowers, saints, or pastoral scenes in pastel colors",2,3,True,True,True,True,3031,original,pair_044_native_SS_g3_r1_s3031,pair_044,44,2,4,True,False,True,True,1,sample_0645,3,pair_044_standalone_A_g3_r1_s3031,pair_044_standalone_B_g3_r1_s3031
composition_mechanism_failure,pair_087_lsda_original_g2_r3_s2023,False,True,True,a Scottish tartan wool blanket,"a Scottish tartan wool blanket woven in colored wool with intersecting horizontal and vertical stripes, forming a balanced repeating clan-associated check pattern",a Swedish rya wool rug,"a Swedish rya wool rug with a long wool pile and woven backing, showing geometric diamonds, stripes, and abstract color fields",4,3,True,True,True,True,2023,original,pair_087_native_SS_g2_r3_s2023,pair_087,87,5,3,True,True,True,True,3,sample_0655,2,pair_087_standalone_A_g2_r3_s2023,pair_087_standalone_B_g2_r3_s2023
mixed_or_uncertain,pair_068_lsda_original_g3_r1_s3031,False,True,True,an Indonesian ikat textile panel,"an Indonesian ikat textile panel woven from resist-dyed threads with feathered edges, showing diamonds, ancestor figures, and rhythmic color bands",an Iban pua kumbu textile panel,"an Iban pua kumbu textile panel woven in warp ikat with deep red, black, and cream yarns, showing powerful hooked figures, spirit motifs, and mirrored geometric bands",3,2,True,True,False,True,3031,original,pair_068_native_SS_g3_r1_s3031,pair_068,68,4,4,True,True,True,True,1,sample_0657,3,pair_068_standalone_A_g3_r1_s3031,pair_068_standalone_B_g3_r1_s3031
mixed_or_uncertain,pair_013_lsda_original_g1_r1_s1011,False,True,True,a Dutch blue-and-white Delftware vase,"a Dutch blue-and-white Delftware vase with opaque white tin glaze, painted in cobalt blue with canal-house, tulip, and ornamental border motifs",a Tunisian Qallaline faience vase,"a Tunisian Qallaline faience vase with tin glaze, painted in cobalt blue, green, ochre, and manganese with cypress, arch, and floral motifs",3,2,True,True,False,True,1011,original,pair_013_native_SS_g1_r1_s1011,pair_013,13,3,2,True,True,True,True,1,sample_0694,1,pair_013_standalone_A_g1_r1_s1011,pair_013_standalone_B_g1_r1_s1011
knowledge_insufficiency,pair_030_lsda_original_g2_r1_s2021,True,False,True,a Chinese Longquan celadon vase,"a Chinese Longquan celadon vase with a thick translucent sea-green glaze over a balanced stoneware form, showing carved lotus petals and defined ridges",a Thai Si Satchanalai celadon vase,"a Thai Si Satchanalai celadon vase with an olive-green crackled glaze over gray stoneware, showing incised lotus petals, ring bands, and a high-shouldered profile",3,2,True,False,False,True,2021,original,pair_030_native_SS_g2_r1_s2021,pair_030,30,3,4,True,False,True,True,1,sample_0703,2,pair_030_standalone_A_g2_r1_s2021,pair_030_standalone_B_g2_r1_s2021
mixed_or_uncertain,pair_032_lsda_original_g1_r2_s1012,True,True,True,a Japanese maki-e lacquerware tray,"a Japanese maki-e lacquerware tray with deep black lacquer sprinkled with gold and silver powder, showing cranes, pine branches, and landscape motifs",a Burmese shwe zawa lacquerware tray,"a Burmese shwe zawa lacquerware tray with a black lacquer ground and engraved gold-leaf decoration, showing courtly figures, mythical animals, and filled borders",3,2,True,False,False,True,1012,original,pair_032_native_SS_g1_r2_s1012,pair_032,32,2,1,True,False,True,True,2,sample_0718,1,pair_032_standalone_A_g1_r2_s1012,pair_032_standalone_B_g1_r2_s1012
mixed_or_uncertain,pair_032_lsda_original_g3_r1_s3031,True,True,True,a Japanese maki-e lacquerware tray,"a Japanese maki-e lacquerware tray with deep black lacquer sprinkled with gold and silver powder, showing cranes, pine branches, and landscape motifs",a Burmese shwe zawa lacquerware tray,"a Burmese shwe zawa lacquerware tray with a black lacquer ground and engraved gold-leaf decoration, showing courtly figures, mythical animals, and filled borders",2,2,True,False,False,True,3031,original,pair_032_native_SS_g3_r1_s3031,pair_032,32,2,3,True,False,True,True,1,sample_0719,3,pair_032_standalone_A_g3_r1_s3031,pair_032_standalone_B_g3_r1_s3031
composition_mechanism_failure,pair_056_lsda_original_g2_r2_s2022,True,False,True,a Benin bronze relief plaque,"a Benin bronze relief plaque made of cast brass with high-relief court figures, showing patterned robes, coral regalia, and a hierarchical composition",a Nepalese repoussé copper plaque,"a Nepalese repoussé copper plaque made of hammered copper worked from the reverse, showing a Buddhist deity, lotus throne, and flame-like halo with gilded details",2,3,True,True,True,True,2022,original,pair_056_native_SS_g2_r2_s2022,pair_056,56,0,4,True,True,True,True,2,sample_0727,2,pair_056_standalone_A_g2_r2_s2022,pair_056_standalone_B_g2_r2_s2022
