eval_id,sample_id,pair_id,pair_index,seed_group,replicate,latent_seed,condition,entity_A,entity_B,left_choice,right_choice,correct_binding,drift,A_to_B_leakage,B_to_A_leakage,left_reason,right_reason,model
eval_1026,sample_0512,pair_011,11,2,1,2021,lsda_clean,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,B,B,0,1,0,1,"Shares the same carved figural decoration and textured surface as B-alone, unlike A’s smooth plain finish.","Both feature dense, raised relief motifs with narrative scenes and similar celadon glaze texture.",qwen3-vl-235b-a22b-instruct
eval_1419,sample_0512,pair_011,11,2,1,2021,native_SS,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,"Both feature smooth, unadorned surfaces with subtle mottling in celadon glaze.",Both have carved figural motifs and similar celadon glaze texture.,qwen3-vl-235b-a22b-instruct
eval_1552,sample_0342,pair_011,11,2,2,2022,lsda_clean,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,Matches A's figural carving style and translucent celadon finish.,Shares B's geometric relief patterns and matte glaze texture.,qwen3-vl-235b-a22b-instruct
eval_1764,sample_0342,pair_011,11,2,2,2022,native_SS,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,Matches A's figurative carving style and subtle celadon finish.,Shares B's geometric relief pattern and matte glaze texture.,qwen3-vl-235b-a22b-instruct
eval_1734,sample_0527,pair_011,11,2,3,2023,lsda_clean,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,Same smooth celadon finish and narrative relief scenes as A-alone.,Same crackled celadon glaze and geometric panel motif as B-alone.,qwen3-vl-235b-a22b-instruct
eval_1413,sample_0527,pair_011,11,2,3,2023,native_SS,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,glossy celadon finish and narrative relief motifs align with A-alone’s surface style,matte glaze and subtle incised panels match B-alone’s surface texture and decorative technique,qwen3-vl-235b-a22b-instruct
eval_1251,sample_0363,pair_011,11,3,1,3031,lsda_clean,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,"Same pale celadon tone, low-relief narrative panels, and unglazed foot rim as A-alone.","Same celadon glaze, high-relief figural scenes, and lid structure as B-alone.",qwen3-vl-235b-a22b-instruct
eval_0193,sample_0363,pair_011,11,3,1,3031,native_SS,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,"Both share a smooth, uncarved celadon-glazed surface with subtle vertical striations and minimal ornament.","Both feature dense, high-relief narrative carvings with similar celadon glaze and textured surface.",qwen3-vl-235b-a22b-instruct
eval_1153,sample_0894,pair_011,11,3,2,3032,lsda_clean,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,Matches A's prominent crackle glaze texture and smooth celadon finish.,Shares B's incised geometric motifs and matte celadon glaze without crackle.,qwen3-vl-235b-a22b-instruct
eval_1785,sample_0894,pair_011,11,3,2,3032,native_SS,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,crackled celadon surface texture matching A-alone,smooth glaze with incised geometric patterns like B-alone,qwen3-vl-235b-a22b-instruct
eval_1618,sample_0600,pair_011,11,3,3,3033,lsda_clean,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,Matches A's subtle cloud-and-wave motifs and smooth celadon finish.,Shares B's dense narrative relief carving and celadon glaze texture.,qwen3-vl-235b-a22b-instruct
eval_1297,sample_0600,pair_011,11,3,3,3033,native_SS,a Korean Goryeo celadon maebyeong vase,a Thai Sawankhalok celadon jar,A,B,1,0,0,0,Matches A’s sculpted dragon handles and cloud-wave motifs under similar pale celadon finish.,Shares B's subtle relief carving and muted celadon glaze without handles or bold motifs.,qwen3-vl-235b-a22b-instruct
eval_0905,sample_0749,pair_012,12,1,1,1011,lsda_clean,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,sailboat scene and loose floral rim align with A-alone’s decorative style and finish,blue church motif and dense floral border match B-alone's surface pattern and texture,qwen3-vl-235b-a22b-instruct
eval_0107,sample_0749,pair_012,12,1,1,1011,native_SS,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,floral border and lighter blue tonal rendering of landscape match A-alone's decorative style,"dense floral border with deep blue saturation matches B-alone's ornate, saturated rim",qwen3-vl-235b-a22b-instruct
eval_0070,sample_0777,pair_012,12,1,2,1012,lsda_clean,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,Scene content and ornate border design closely mirror A-alone’s maritime landscape and floral framing.,Floral motif and border style match B-alone’s dense blue floral pattern.,qwen3-vl-235b-a22b-instruct
eval_0605,sample_0777,pair_012,12,1,2,1012,native_SS,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,"matches A's dense, ornate border and detailed river scene",shares B's sparse floral border and simpler central motif,qwen3-vl-235b-a22b-instruct
eval_0358,sample_0264,pair_012,12,1,3,1013,lsda_clean,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,"displays monochromatic blue-and-white scenic canal motif with scalloped floral border, identical to A-alone's style","features yellow flowers and green foliage on a deep blue ground, matching B-alone's polychrome floral decoration",qwen3-vl-235b-a22b-instruct
eval_1120,sample_0264,pair_012,12,1,3,1013,native_SS,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,A,0,1,1,0,"Identical monochrome blue-and-white palette, floral border, and scenic motif as A-alone.","Monochrome blue-and-white with floral border and landscape scene, matching A-alone's Delftware style.",qwen3-vl-235b-a22b-instruct
eval_0141,sample_0459,pair_012,12,2,1,2021,lsda_clean,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,ship scene and border pattern align with A-alone's surface style,blue landscape motif and floral border match B-alone's design,qwen3-vl-235b-a22b-instruct
eval_1767,sample_0459,pair_012,12,2,1,2021,native_SS,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,Matches A's softer landscape rendering and lighter blue wash in the scene.,Shares B's dense floral border and castle motif with similar blue tonal depth.,qwen3-vl-235b-a22b-instruct
eval_0925,sample_0426,pair_012,12,2,2,2022,lsda_clean,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,"Matches A-alone’s canal scene, building style, and dense floral rim texture.",Identical floral border motif and blue tonal rendering as B-alone.,qwen3-vl-235b-a22b-instruct
eval_1613,sample_0426,pair_012,12,2,2,2022,native_SS,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,B,A,0,1,1,1,Matching dense floral pattern and blue tone in border as B-alone.,Identical floral border motif and blue monochrome finish as A-alone.,qwen3-vl-235b-a22b-instruct
eval_0288,sample_0862,pair_012,12,2,3,2023,lsda_clean,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,blue landscape with boats and building matches A-alone's surface design,blue floral border and architectural motif match B-alone's style,qwen3-vl-235b-a22b-instruct
eval_0445,sample_0862,pair_012,12,2,3,2023,native_SS,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,B,A,0,1,1,1,Denser foliage and tree rendering in landscape align with B-alone’s textural richness.,Floral border and architectural scene match A-alone’s motif density and blue tonal range.,qwen3-vl-235b-a22b-instruct
eval_0512,sample_0707,pair_012,12,3,1,3031,lsda_clean,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0, ship scene and border pattern align with A-alone's surface design, floral border and figure motif match B-alone's decorative style,qwen3-vl-235b-a22b-instruct
eval_1472,sample_0707,pair_012,12,3,1,3031,native_SS,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,B,A,0,1,1,1,matches B-alone’s dense floral rim and figurative scene style despite different subject,shares the same floral border motif and blue-on-white transferware finish as A-alone,qwen3-vl-235b-a22b-instruct
eval_1118,sample_0361,pair_012,12,3,2,3032,lsda_clean,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,Same ship scene and floral rim pattern as A-alone,Identical floral border and church motif as B-alone,qwen3-vl-235b-a22b-instruct
eval_0602,sample_0361,pair_012,12,3,2,3032,native_SS,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,B,A,0,1,1,1,Matches B-alone’s architectural scene composition and dense foliate framing pattern.,Shares identical floral border motif and blue-and-white tonal rendering with A-alone.,qwen3-vl-235b-a22b-instruct
eval_1028,sample_0674,pair_012,12,3,3,3033,lsda_clean,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,Central river scene with boats and trees mirrors A-alone’s landscape and floral border design.,Floral border and central scene match B-alone’s church motif and dense blue floral pattern.,qwen3-vl-235b-a22b-instruct
eval_1390,sample_0674,pair_012,12,3,3,3033,native_SS,a Dutch blue-and-white Delftware plate,a Slovak Modra faience plate,A,B,1,0,0,0,Riverboat scene and floral rim pattern closely mirror A-alone’s surface design.,Floral border and architectural scene match B-alone’s motif and blue density.,qwen3-vl-235b-a22b-instruct
eval_1409,sample_0694,pair_013,13,1,1,1011,lsda_clean,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,B,1,0,0,0,Matches A-alone’s blue-and-white figural scenes and decorative borders.,Shares turquoise glaze and geometric motifs with B-alone.,qwen3-vl-235b-a22b-instruct
eval_0164,sample_0694,pair_013,13,1,1,1011,native_SS,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,A,0,1,1,0,Blue-and-white figural scene with landscape elements mirrors A-alone’s narrative painting technique.,Blue-and-white floral and foliate motifs with fine line work match A-alone’s decorative style.,qwen3-vl-235b-a22b-instruct
eval_1795,sample_0868,pair_013,13,1,2,1012,lsda_clean,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,B,1,0,0,0,Blue-and-white landscape painting and ornamental borders match A-alone's surface style.,Green glaze and abstract blue motifs match B-alone's surface style.,qwen3-vl-235b-a22b-instruct
eval_0208,sample_0868,pair_013,13,1,2,1012,native_SS,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,A,0,1,1,0,Blue-and-white scenic decoration and finish align with A-alone.,Blue-and-white painted landscape motif matches A-alone.,qwen3-vl-235b-a22b-instruct
eval_1611,sample_0237,pair_013,13,1,3,1013,lsda_clean,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,B,1,0,0,0,Blue-and-white landscape painting and border patterns mirror A-alone's material impression and ornament.,Turquoise glaze and floral motifs match B-alone's color system and decorative technique.,qwen3-vl-235b-a22b-instruct
eval_1314,sample_0237,pair_013,13,1,3,1013,native_SS,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,B,1,0,0,0,blue-and-white landscape scene with figures matches A-alone's pictorial motif,blue-and-white floral geometric pattern matches B-alone's ornamental style,qwen3-vl-235b-a22b-instruct
eval_0774,sample_0518,pair_013,13,2,1,2021,lsda_clean,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,B,1,0,0,0,Matches A-alone’s blue-and-white Delft-style painted scenery and smooth ceramic finish.,"Shares turquoise glaze, embossed floral texture, and metallic accent motifs with B-alone.",qwen3-vl-235b-a22b-instruct
eval_1442,sample_0518,pair_013,13,2,1,2021,native_SS,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,A,0,1,1,0,"Matches A-alone’s blue-and-white palette, painted landscape scene, and decorative banding.",Shares blue-and-white Delft-style painting and floral border motifs with A-alone.,qwen3-vl-235b-a22b-instruct
eval_0377,sample_0535,pair_013,13,2,2,2022,lsda_clean,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,A,0,1,1,0,"Matches A-alone’s blue-and-white palette, narrative scene style, and ornamental bands.",Shares blue-and-white Delft-style painting and floral border motifs with A-alone.,qwen3-vl-235b-a22b-instruct
eval_1554,sample_0535,pair_013,13,2,2,2022,native_SS,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,A,0,1,1,0,Identical blue-and-white landscape painting style and surface texture as A-alone.,Blue-and-white Delft-style painted motifs and glaze finish match A-alone.,qwen3-vl-235b-a22b-instruct
eval_0763,sample_0722,pair_013,13,2,3,2023,lsda_clean,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,B,1,0,0,0,matches blue-and-white painted landscape motif and smooth finish of A-alone,shares turquoise glaze and carved relief texture with B-alone,qwen3-vl-235b-a22b-instruct
eval_0489,sample_0722,pair_013,13,2,3,2023,native_SS,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,A,0,1,1,0,"Matches A-alone’s blue-and-white palette, painted scenery, and ornamental border patterns.",Shares blue-and-white Delft-style painted landscape and floral motifs with A-alone.,qwen3-vl-235b-a22b-instruct
eval_1679,sample_0003,pair_013,13,3,1,3031,lsda_clean,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,B,1,0,0,0,"Matches A-alone’s blue-and-white palette, painted landscape scene, and smooth ceramic finish.","Shares green glaze, textured relief, and geometric motifs with B-alone.",qwen3-vl-235b-a22b-instruct
eval_0096,sample_0003,pair_013,13,3,1,3031,native_SS,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,A,0,1,1,0,"Matches A-alone’s blue landscape scene, white ground, and painted decorative technique.",Shares blue-and-white Delft-style painting and floral border motifs with A-alone.,qwen3-vl-235b-a22b-instruct
eval_0600,sample_0123,pair_013,13,3,2,3032,lsda_clean,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,B,1,0,0,0,matches blue-and-white painted landscape and floral motifs of A-alone,shares turquoise glaze and geometric relief texture with B-alone,qwen3-vl-235b-a22b-instruct
eval_0060,sample_0123,pair_013,13,3,2,3032,native_SS,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,A,0,1,1,0,Matches A-alone’s blue-and-white landscape painting and decorative border patterns.,Shares blue-and-white Delft-style floral and figural motifs with A-alone.,qwen3-vl-235b-a22b-instruct
eval_0978,sample_0889,pair_013,13,3,3,3033,lsda_clean,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,B,1,0,0,0,"matches A-alone’s blue-and-white palette, painted landscape scenes, and floral border patterns","shares turquoise glaze, geometric motifs, and raised decorative technique with B-alone",qwen3-vl-235b-a22b-instruct
eval_0693,sample_0889,pair_013,13,3,3,3033,native_SS,a Dutch blue-and-white Delftware vase,a Tunisian Qallaline faience vase,A,A,0,1,1,0,Same blue-and-white landscape scene and decorative borders as A-alone.,Blue-and-white Delftware pattern with floral and figural motifs matches A-alone.,qwen3-vl-235b-a22b-instruct
eval_1222,sample_0442,pair_014,14,1,1,1011,lsda_clean,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,Polychrome yellow-and-blue floral relief border and figural scene match A-alone's surface texture and color system.,Monochrome blue-and-white floral border and landscape scene match B-alone's surface style.,qwen3-vl-235b-a22b-instruct
eval_1503,sample_0442,pair_014,14,1,1,1011,native_SS,an Italian Renaissance maiolica plate,a French Nevers faience plate,B,B,0,1,0,1,Blue-and-white floral motif and tonal rendering align with B-alone’s decorative technique.,Monochrome blue-and-white floral border and landscape scene match B-alone’s surface style.,qwen3-vl-235b-a22b-instruct
eval_0697,sample_0416,pair_014,14,1,2,1012,lsda_clean,an Italian Renaissance maiolica plate,a French Nevers faience plate,B,B,0,1,0,1,Blue-and-white decorative technique and landscape motif align with B-alone.,Monochrome blue-and-white palette and floral border match B-alone’s surface style.,qwen3-vl-235b-a22b-instruct
eval_0125,sample_0416,pair_014,14,1,2,1012,native_SS,an Italian Renaissance maiolica plate,a French Nevers faience plate,B,B,0,1,0,1,blue-and-white transfer print with floral border matches B's color system and motifs,white plate with raised floral relief matches B's monochrome decorative technique,qwen3-vl-235b-a22b-instruct
eval_0568,sample_0219,pair_014,14,1,3,1013,lsda_clean,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,Polychrome floral border with green/yellow/purple motifs matches A-alone's color system and ornament.,Monochrome blue floral border and landscape scene match B-alone's surface style.,qwen3-vl-235b-a22b-instruct
eval_1354,sample_0219,pair_014,14,1,3,1013,native_SS,an Italian Renaissance maiolica plate,a French Nevers faience plate,B,A,0,1,1,1,Blue monochrome pastoral scene and floral rim match B-alone's blue-and-white decorative technique and motif.,Green and gold floral border with polychrome landscape matches A-alone's color system and ornament.,qwen3-vl-235b-a22b-instruct
eval_0894,sample_0708,pair_014,14,2,1,2021,lsda_clean,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,Ornate gold-accented border and landscape motif align with A-alone’s decorative finish.,Monochrome blue-and-white palette and floral border match B-alone’s surface style.,qwen3-vl-235b-a22b-instruct
eval_0111,sample_0708,pair_014,14,2,1,2021,native_SS,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,polychrome figures with floral rim aligns with A-alone’s decorative technique and ornament palette,blue monochrome landscape with floral border matches B-alone's color system and motif style,qwen3-vl-235b-a22b-instruct
eval_1588,sample_0458,pair_014,14,2,2,2022,lsda_clean,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,"Polychrome flowers, green ground, and gilded rim align with A-alone’s decorative finish.",Blue-and-white monochrome palette and floral border match B-alone’s surface style.,qwen3-vl-235b-a22b-instruct
eval_1000,sample_0458,pair_014,14,2,2,2022,native_SS,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,"Polychrome flowers, green ground, and figurative scene align with A-alone's decorative texture.",Monochromatic blue-and-white palette and floral border match B-alone's surface style.,qwen3-vl-235b-a22b-instruct
eval_1162,sample_0837,pair_014,14,2,3,2023,lsda_clean,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,"Polychrome floral border with green and yellow accents, matching A-alone's color system and ornament.","Monochrome blue transfer-printed landscape with architectural motif, matching B-alone's style.",qwen3-vl-235b-a22b-instruct
eval_0814,sample_0837,pair_014,14,2,3,2023,native_SS,an Italian Renaissance maiolica plate,a French Nevers faience plate,B,B,0,1,0,1,Identical blue monochrome rendering and ornamental framing as B-alone.,Monochrome blue-and-white palette and floral border match B-alone’s surface style.,qwen3-vl-235b-a22b-instruct
eval_0747,sample_0203,pair_014,14,3,1,3031,lsda_clean,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,Polychrome floral rim with figural scene mirrors A-alone’s vibrant color system and motifs.,Monochrome blue floral border and landscape scene match B-alone's Delft-style finish.,qwen3-vl-235b-a22b-instruct
eval_0196,sample_0203,pair_014,14,3,1,3031,native_SS,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,polychrome floral rim and figural scene with yellow/green/blue tones match A-alone's color system and ornament,monochrome blue-and-white floral border and landscape motif match B-alone's surface style,qwen3-vl-235b-a22b-instruct
eval_1252,sample_0730,pair_014,14,3,2,3032,lsda_clean,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,Polychrome floral border and figural scene with green/yellow tones match A-alone.,Blue-and-white monochrome palette and floral scrollwork match B-alone.,qwen3-vl-235b-a22b-instruct
eval_1491,sample_0730,pair_014,14,3,2,3032,native_SS,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,"Polychrome glaze, fruit motifs, and ornate border align with A-alone’s decorative finish.",Monochromatic blue-and-white palette and floral scrollwork match B-alone's surface style.,qwen3-vl-235b-a22b-instruct
eval_0462,sample_0371,pair_014,14,3,3,3033,lsda_clean,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,Yellow-and-green rim with polychrome floral motifs aligns with A-alone’s decorative finish.,Blue-and-white monochrome palette and floral border match B-alone’s surface style.,qwen3-vl-235b-a22b-instruct
eval_0526,sample_0371,pair_014,14,3,3,3033,native_SS,an Italian Renaissance maiolica plate,a French Nevers faience plate,A,B,1,0,0,0,Polychrome floral motifs and green-yellow border match A-alone’s color system and ornament.,Monochrome blue-on-white with floral border matches B-alone's palette and technique.,qwen3-vl-235b-a22b-instruct
eval_0842,sample_0874,pair_015,15,1,1,1011,lsda_clean,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,A,B,1,0,0,0,matches A's blue-and-white palette and figural pattern,shares B's polychrome floral motifs and gilded accents,qwen3-vl-235b-a22b-instruct
eval_1577,sample_0874,pair_015,15,1,1,1011,native_SS,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,B,A,0,1,1,1,"Matches B-alone’s polychrome figural scenes, gilding, and ornate border patterns.",Shares blue-and-white palette and floral/geometric motifs with A-alone.,qwen3-vl-235b-a22b-instruct
eval_0663,sample_0507,pair_015,15,1,2,1012,lsda_clean,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,A,B,1,0,0,0,Painted figural scenes with green-blue palette and floral borders align with A-alone.,Rich gold gilding and ornate blue motifs match B-alone's surface decoration.,qwen3-vl-235b-a22b-instruct
eval_1550,sample_0507,pair_015,15,1,2,1012,native_SS,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,A,B,1,0,0,0,blue-ground figural panel with green foliage and matte glaze matches A-alone's decorative system,metallic gold luster and ornate gilded motifs match B-alone's surface finish,qwen3-vl-235b-a22b-instruct
eval_1356,sample_0368,pair_015,15,1,3,1013,lsda_clean,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,A,B,1,0,0,0,Vibrant blue ground with floral and human motifs aligns with A-alone's color system and ornament.,Gold accents and figural scene style match B-alone's surface decoration.,qwen3-vl-235b-a22b-instruct
eval_0095,sample_0368,pair_015,15,1,3,1013,native_SS,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,B,B,0,1,0,1,white ground with blue floral motifs and gold trim aligns with B-alone’s color system and ornament,blue glaze with gilded ornamental relief matches B-alone's metallic finish and decorative technique,qwen3-vl-235b-a22b-instruct
eval_0560,sample_0818,pair_015,15,2,1,2021,lsda_clean,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,A,B,1,0,0,0,monochromatic blue-and-white landscape motif and crisp line work align with A-alone's Delftware aesthetic,rich polychrome painting with gold accents and pastoral scenes matches B-alone's ornate enamel style,qwen3-vl-235b-a22b-instruct
eval_0538,sample_0818,pair_015,15,2,1,2021,native_SS,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,B,B,0,1,0,1,gilded scrollwork and dark ground color echo B-alone’s opulent finish,gold ornate texture and floral motifs match B-alone's decorative richness,qwen3-vl-235b-a22b-instruct
eval_0205,sample_0879,pair_015,15,2,2,2022,lsda_clean,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,A,B,1,0,0,0,Matches A's figural narrative panel and green-accented border ornament.,Shares B's gold-ground floral motifs and rich enamel finish.,qwen3-vl-235b-a22b-instruct
eval_1704,sample_0879,pair_015,15,2,2,2022,native_SS,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,A,B,1,0,0,0,figural scene with green borders and earthy tones mirrors A-alone’s narrative painting and color palette,"gold-on-blue floral scrollwork and gilded finish match B-alone's ornate, metallic decorative style",qwen3-vl-235b-a22b-instruct
eval_1566,sample_0471,pair_015,15,2,3,2023,lsda_clean,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,B,B,0,1,0,1,"Matches B-alone’s cobalt blue base, gold scrollwork, and enamel finish despite smaller scale.","Shares deep blue ground, heavy gold gilding, and ornate foliate motifs with B-alone.",qwen3-vl-235b-a22b-instruct
eval_1713,sample_0471,pair_015,15,2,3,2023,native_SS,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,B,B,0,1,0,1,rich cobalt blue with gold scrollwork mirrors B-alone’s decorative finish,gold-leaf motifs and dark blue ground match B-alone's ornate gilded surface,qwen3-vl-235b-a22b-instruct
eval_1396,sample_0635,pair_015,15,3,1,3031,lsda_clean,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,A,B,1,0,0,0,blue-bordered figural scenes and polychrome painted motifs align with A-alone's decorative scheme,gold ground with floral enamel and gilded scrollwork matches B-alone's surface style,qwen3-vl-235b-a22b-instruct
eval_1756,sample_0635,pair_015,15,3,1,3031,native_SS,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,B,B,0,1,0,1,ornate gilded scrollwork on turquoise ground matches B-alone,gold-ground floral motifs and enamel finish match B-alone,qwen3-vl-235b-a22b-instruct
eval_0690,sample_0243,pair_015,15,3,2,3032,lsda_clean,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,A,B,1,0,0,0,vibrant polychrome floral painting on yellow-green glaze matches A-alone's majolica technique,metallic gold ground with blue floral motifs matches B-alone's lusterware style,qwen3-vl-235b-a22b-instruct
eval_1416,sample_0243,pair_015,15,3,2,3032,native_SS,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,B,B,0,1,0,1,Matches B-alone’s ornate engraved patterns and dark metallic sheen.,Shares metallic gold finish and floral etching style with B-alone.,qwen3-vl-235b-a22b-instruct
eval_1030,sample_0131,pair_015,15,3,3,3033,lsda_clean,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,A,B,1,0,0,0,blue-and-yellow palette with stylized floral and figural motifs aligns with A-alone's surface design,rich polychrome figural scenes and ornate borders match B-alone's narrative decoration,qwen3-vl-235b-a22b-instruct
eval_0703,sample_0131,pair_015,15,3,3,3033,native_SS,an Italian Renaissance maiolica vase,a Spanish Manises lusterware vase,B,A,0,1,1,1,Matches B-alone’s polychrome narrative scenes and ornate border patterns.,Shares blue-and-gold palette and floral/figural motifs with A-alone.,qwen3-vl-235b-a22b-instruct
eval_1753,sample_0060,pair_016,16,1,1,1011,lsda_clean,a Mexican Talavera de Puebla plate,a Romanian Horezu pottery plate,A,B,1,0,0,0,"matches A's vibrant multicolor flowers, dense border pattern, and glossy finish",shares B's floral motif style and soft pastel color palette on deep blue ground,qwen3-vl-235b-a22b-instruct
eval_1746,sample_0060,pair_016,16,1,1,1011,native_SS,a Mexican Talavera de Puebla plate,a Romanian Horezu pottery plate,A,B,1,0,0,0,"matches A's vibrant, saturated flower colors and dense border pattern",shares B's floral motif style and soft pastel color palette on deep blue ground,qwen3-vl-235b-a22b-instruct
eval_1791,sample_0742,pair_016,16,1,2,1012,lsda_clean,a Mexican Talavera de Puebla plate,a Romanian Horezu pottery plate,A,B,1,0,0,0,"matches vibrant colors, bold blue rim, and dense floral motifs of A-alone",shares earthy background and muted floral palette with B-alone,qwen3-vl-235b-a22b-instruct
eval_1102,sample_0742,pair_016,16,1,2,1012,native_SS,a Mexican Talavera de Puebla plate,a Romanian Horezu pottery plate,A,B,1,0,0,0,"matches A-alone’s bright multicolor flowers, bold blue rim, and glossy finish",shares muted earthy background and soft floral brushwork with B-alone,qwen3-vl-235b-a22b-instruct
eval_0652,sample_0704,pair_016,16,1,3,1013,lsda_clean,a Mexican Talavera de Puebla plate,a Romanian Horezu pottery plate,A,B,1,0,0,0,"matches A's cream base, bold blue rim, and vibrant yellow-blue flower clusters",shares B's green background and soft pastel floral motifs with raised glaze texture,qwen3-vl-235b-a22b-instruct
eval_0165,sample_0704,pair_016,16,1,3,1013,native_SS,a Mexican Talavera de Puebla plate,a Romanian Horezu pottery plate,A,B,1,0,0,0,"matches A's cream background, bold blue rim, and dense polychrome floral pattern","shares B's green glaze base and organic floral motifs with soft, raised texture",qwen3-vl-235b-a22b-instruct
