attribution,consensus_A_affected,consensus_B_affected,consensus_shift,entity_A,entity_A_diagnostic,entity_B,entity_B_diagnostic,gemini_candidate_A_score,gemini_candidate_B_score,gemini_shift,gemini_standalone_A_correct,gemini_standalone_B_correct,gemini_valid,latent_seed,native_task_id,pair_id,pair_index,qwen_candidate_A_score,qwen_candidate_B_score,qwen_shift,qwen_standalone_A_correct,qwen_standalone_B_correct,qwen_valid,replicate,sample_id,seed_group,standalone_A_task_id,standalone_B_task_id
composition_mechanism_failure,False,True,True,a Japanese shippō cloisonné enamel box,"a Japanese shippō cloisonné enamel box with colored enamel cells divided by silver wires, showing chrysanthemums, butterflies, and graded pictorial grounds",a Russian Rostov finift painted-enamel box,"a Russian Rostov finift painted-enamel box with miniature enamel painting on a white metal-mounted plaque, showing delicate flowers, saints, or pastoral scenes in pastel colors",4,2,True,True,True,True,1011,pair_044_native_SS_g1_r1_s1011,pair_044,44,3,2,True,False,True,True,1,sample_0318,1,pair_044_standalone_A_g1_r1_s1011,pair_044_standalone_B_g1_r1_s1011
knowledge_insufficiency,True,True,True,a Chinese Jun ware ceramic bowl,"a Chinese Jun ware ceramic bowl with a thick opalescent blue glaze and irregular purple splashes, showing a simple rounded form and pooled color",a Japanese Hagi ware tea bowl,"a Japanese Hagi ware tea bowl with a porous stoneware body and milky white crackled glaze, showing a irregular foot and ash-toned surface",2,2,True,False,False,True,3032,pair_028_native_SS_g3_r2_s3032,pair_028,28,2,3,True,False,False,True,2,sample_0343,3,pair_028_standalone_A_g3_r2_s3032,pair_028_standalone_B_g3_r2_s3032
knowledge_insufficiency,True,True,True,a Chinese Jun ware ceramic bowl,"a Chinese Jun ware ceramic bowl with a thick opalescent blue glaze and irregular purple splashes, showing a simple rounded form and pooled color",a Japanese Hagi ware tea bowl,"a Japanese Hagi ware tea bowl with a porous stoneware body and milky white crackled glaze, showing a irregular foot and ash-toned surface",0,0,True,False,False,True,1012,pair_028_native_SS_g1_r2_s1012,pair_028,28,2,2,True,False,False,True,2,sample_0345,1,pair_028_standalone_A_g1_r2_s1012,pair_028_standalone_B_g1_r2_s1012
knowledge_insufficiency,True,False,True,a Japanese sashiko textile panel,"a Japanese sashiko textile panel stitched with white running thread on indigo cotton, showing repeating hemp-leaf, wave, and linked-diamond reinforcement patterns",a Romanian ie-embroidery textile panel,"a Romanian ie-embroidery textile panel worked in red, black, blue, and metallic thread, showing vertical floral bands, diamonds, and region-specific geometric motifs",2,2,True,False,True,True,1011,pair_076_native_SS_g1_r1_s1011,pair_076,76,3,5,True,False,True,True,1,sample_0347,1,pair_076_standalone_A_g1_r1_s1011,pair_076_standalone_B_g1_r1_s1011
composition_mechanism_failure,True,True,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Lao sinh silk skirt,"a Lao sinh silk skirt with supplementary-weft silk bands and patterned borders, showing diamonds, serpents, temple forms, and jewel colors",3,2,True,True,True,True,2021,pair_061_native_SS_g2_r1_s2021,pair_061,61,3,2,True,True,True,True,1,sample_0353,2,pair_061_standalone_A_g2_r1_s2021,pair_061_standalone_B_g2_r1_s2021
knowledge_insufficiency,True,True,True,a Japanese Bizen stoneware vase,"a Japanese Bizen stoneware vase with an unglazed reddish-brown body marked by natural ash deposits and flame flashes, showing an austere asymmetrical form",a French Puisaye stoneware vase,"a French Puisaye stoneware vase with a dark salt-glazed stoneware body and earthy brown-to-gray surface, showing incised bands and robust hand-thrown proportions",3,3,True,False,False,True,3033,pair_029_native_SS_g3_r3_s3033,pair_029,29,2,3,True,False,False,True,3,sample_0355,3,pair_029_standalone_A_g3_r3_s3033,pair_029_standalone_B_g3_r3_s3033
knowledge_insufficiency,True,True,True,a Polish Bolesławiec stoneware jug,"a Polish Bolesławiec stoneware jug with a cream glazed body stamped in cobalt blue, showing repeated dots, peacock-eye rosettes, and circular folk patterns",a Bulgarian Troyan pottery jug,"a Bulgarian Troyan pottery jug with a dark glazed earthenware body and feathered slip decoration, showing brown, green, yellow, and cream wave patterns",2,2,True,False,False,True,2021,pair_020_native_SS_g2_r1_s2021,pair_020,20,2,2,True,False,False,True,1,sample_0356,2,pair_020_standalone_A_g2_r1_s2021,pair_020_standalone_B_g2_r1_s2021
knowledge_insufficiency,True,False,True,a Chinese sancai glazed ceramic jar,"a Chinese sancai glazed ceramic jar with amber, green, and cream lead glazes over a rounded earthenware body, showing drips and molded relief bands",a Peruvian Chulucanas pottery jar,"a Peruvian Chulucanas pottery jar with a burnished clay surface in black, cream, and brown, showing negative-painted geometric bands and abstract figures",2,2,True,False,True,True,3033,pair_022_native_SS_g3_r3_s3033,pair_022,22,2,4,True,False,True,True,3,sample_0359,3,pair_022_standalone_A_g3_r3_s3033,pair_022_standalone_B_g3_r3_s3033
mixed_or_uncertain,False,True,True,a Dutch blue-and-white Delftware plate,"a Dutch blue-and-white Delftware plate with opaque white tin glaze, painted in cobalt blue with canal-house, tulip, and ornamental border motifs",a Slovak Modra faience plate,"a Slovak Modra faience plate made of pale glazed earthenware, painted in cobalt blue, green, yellow, and manganese with stylized birds and folk flowers",4,2,True,True,False,True,3032,pair_012_native_SS_g3_r2_s3032,pair_012,12,5,3,True,True,True,True,2,sample_0361,3,pair_012_standalone_A_g3_r2_s3032,pair_012_standalone_B_g3_r2_s3032
mixed_or_uncertain,True,True,True,an Italian Renaissance maiolica vase,"an Italian Renaissance maiolica vase with opaque white tin glaze, painted in cobalt blue, ochre yellow, copper green, and manganese purple with a figurative medallion and scrolling foliage",a Spanish Manises lusterware vase,"a Spanish Manises lusterware vase made of tin-glazed earthenware with coppery metallic luster, showing cobalt-blue vines, heraldic shields, and repeating leaf motifs",2,2,True,True,False,True,1013,pair_015_native_SS_g1_r3_s1013,pair_015,15,2,3,True,True,True,True,3,sample_0368,1,pair_015_standalone_A_g1_r3_s1013,pair_015_standalone_B_g1_r3_s1013
knowledge_insufficiency,True,True,True,a Polish Bolesławiec stoneware jug,"a Polish Bolesławiec stoneware jug with a cream glazed body stamped in cobalt blue, showing repeated dots, peacock-eye rosettes, and circular folk patterns",a Bulgarian Troyan pottery jug,"a Bulgarian Troyan pottery jug with a dark glazed earthenware body and feathered slip decoration, showing brown, green, yellow, and cream wave patterns",2,2,True,False,False,True,2022,pair_020_native_SS_g2_r2_s2022,pair_020,20,0,0,True,False,False,True,2,sample_0369,2,pair_020_standalone_A_g2_r2_s2022,pair_020_standalone_B_g2_r2_s2022
composition_mechanism_failure,False,True,True,a Chinese cloisonné box,"a Chinese cloisonné box with turquoise and cobalt-blue enamel cells separated by gilded metal wires, showing lotus, cloud, and auspicious motifs",a Korean chilbo enamel box,"a Korean chilbo enamel box with colored enamel over a metal base, showing simplified plum blossoms, cranes, and geometric motifs in compact panels",5,1,True,True,True,True,3031,pair_042_native_SS_g3_r1_s3031,pair_042,42,5,3,True,True,True,True,1,sample_0378,3,pair_042_standalone_A_g3_r1_s3031,pair_042_standalone_B_g3_r1_s3031
knowledge_insufficiency,True,True,True,a Japanese brocade obi sash,"a Japanese brocade obi sash woven in silk and metallic thread, showing large chrysanthemums, cranes, fans, and rhythmic geometric grounds",a Korean gold-thread brocade sash,"a Korean gold-thread brocade sash woven in colored silk with metallic thread, showing compact clouds, peonies, phoenixes, and repeating geometric borders",3,3,True,False,False,True,2023,pair_067_native_SS_g2_r3_s2023,pair_067,67,2,2,True,False,False,True,3,sample_0379,2,pair_067_standalone_A_g2_r3_s2023,pair_067_standalone_B_g2_r3_s2023
composition_mechanism_failure,False,True,True,a Chinese blue-and-white porcelain plate,"a Chinese blue-and-white porcelain plate with cobalt-blue underglaze painting, showing Chinese landscape, lotus, and scrolling-cloud motifs",a Japanese Nabeshima porcelain plate,"a Japanese Nabeshima porcelain plate with underglaze-blue outlines and sparse overglaze color, showing asymmetrical flowers, textiles, and geometric border motifs",4,2,True,True,True,True,3031,pair_002_native_SS_g3_r1_s3031,pair_002,2,5,2,True,True,True,True,1,sample_0399,3,pair_002_standalone_A_g3_r1_s3031,pair_002_standalone_B_g3_r1_s3031
knowledge_insufficiency,True,False,True,a Navajo coiled basket,"a Navajo coiled basket woven from plant fibers in a shallow circular form, showing a central opening and radiating red, black, and natural spiral motifs",a Panamanian Wounaan chunga basket,"a Panamanian Wounaan chunga basket coiled from palm fiber, showing exceptionally tight weaving and animal, plant, or geometric motifs in black and colors",2,2,True,False,False,True,3033,pair_095_native_SS_g3_r3_s3033,pair_095,95,3,5,True,False,True,True,3,sample_0401,3,pair_095_standalone_A_g3_r3_s3033,pair_095_standalone_B_g3_r3_s3033
composition_mechanism_failure,False,True,True,a Russian matryoshka wooden doll,"a Russian matryoshka wooden doll with a turned wooden body painted in colors, showing a smiling figure in a floral headscarf and apron",a Japanese Tsugaru kokeshi wooden doll,"a Japanese Tsugaru kokeshi wooden doll with a lathe-turned cylindrical body and rounded head, showing painted rings, chrysanthemum motifs, and a simple face",3,2,True,True,True,True,2022,pair_098_native_SS_g2_r2_s2022,pair_098,98,4,3,True,True,True,True,2,sample_0405,2,pair_098_standalone_A_g2_r2_s2022,pair_098_standalone_B_g2_r2_s2022
mixed_or_uncertain,False,True,True,a Navajo wool rug,"a Navajo wool rug with a woven flat surface and red, black, gray, and cream geometry, showing stepped diamonds and serrated bands",a Kyrgyz shyrdak felt rug,"a Kyrgyz shyrdak felt rug made from cut and inlaid wool felt in contrasting colors, showing mirrored horn motifs, scrolling forms, and outlined geometry",4,1,True,True,False,True,1011,pair_088_native_SS_g1_r1_s1011,pair_088,88,3,3,True,True,True,True,1,sample_0412,1,pair_088_standalone_A_g1_r1_s1011,pair_088_standalone_B_g1_r1_s1011
mixed_or_uncertain,True,True,True,a Moroccan Safi pottery vase,"a Moroccan Safi pottery vase with a glazed earthenware body painted in blue, green, yellow, and brown, showing arabesques and floral medallions",a Tunisian Nabeul pottery vase,"a Tunisian Nabeul pottery vase with a white glazed body painted in cobalt blue, turquoise, yellow, and green, showing fish, flowers, and Mediterranean geometric borders",2,2,True,False,False,True,1013,pair_026_native_SS_g1_r3_s1013,pair_026,26,1,1,True,True,True,True,3,sample_0415,1,pair_026_standalone_A_g1_r3_s1013,pair_026_standalone_B_g1_r3_s1013
composition_mechanism_failure,True,True,True,an Italian Renaissance maiolica plate,"an Italian Renaissance maiolica plate with opaque white tin glaze, painted in cobalt blue, ochre yellow, copper green, and manganese purple with a figurative medallion and scrolling foliage",a French Nevers faience plate,"a French Nevers faience plate with white tin glaze, painted in deep blue, yellow, and manganese with heraldic, pastoral, and symmetrical floral motifs",2,2,True,True,True,True,1012,pair_014_native_SS_g1_r2_s1012,pair_014,14,3,2,True,True,True,True,2,sample_0416,1,pair_014_standalone_A_g1_r2_s1012,pair_014_standalone_B_g1_r2_s1012
knowledge_insufficiency,True,True,True,a Chinese Longquan celadon vase,"a Chinese Longquan celadon vase with a thick translucent sea-green glaze over a balanced stoneware form, showing carved lotus petals and defined ridges",a Thai Si Satchanalai celadon vase,"a Thai Si Satchanalai celadon vase with an olive-green crackled glaze over gray stoneware, showing incised lotus petals, ring bands, and a high-shouldered profile",3,2,True,False,False,True,3032,pair_030_native_SS_g3_r2_s3032,pair_030,30,2,2,True,False,False,True,2,sample_0422,3,pair_030_standalone_A_g3_r2_s3032,pair_030_standalone_B_g3_r2_s3032
knowledge_insufficiency,True,True,True,a Japanese Raku tea bowl,"a Japanese Raku tea bowl with a hand-shaped low-fired body and irregular black glaze, showing a warped rim and tactile matte-to-gloss surface",a Japanese Onta ware bowl,"a Japanese Onta ware bowl made of stoneware with slip-trailed and combed decoration, showing rhythmic white, brown, and ochre bands made by wheel techniques",3,2,True,False,False,True,3033,pair_019_native_SS_g3_r3_s3033,pair_019,19,2,2,True,False,False,True,3,sample_0425,3,pair_019_standalone_A_g3_r3_s3033,pair_019_standalone_B_g3_r3_s3033
composition_mechanism_failure,False,True,True,a Chinese blue-and-white porcelain vase,"a Chinese blue-and-white porcelain vase with cobalt-blue underglaze painting, showing Chinese landscape, lotus, and scrolling-cloud motifs",a Thai Bencharong porcelain vase,"a Thai Bencharong porcelain vase with polychrome overglaze enamel and gold outlines, showing repeating flame, deity, and floral motifs on a dark ground",4,2,True,True,True,True,3032,pair_003_native_SS_g3_r2_s3032,pair_003,3,5,2,True,True,True,True,2,sample_0431,3,pair_003_standalone_A_g3_r2_s3032,pair_003_standalone_B_g3_r2_s3032
knowledge_insufficiency,True,True,True,a Chinese Jun ware ceramic bowl,"a Chinese Jun ware ceramic bowl with a thick opalescent blue glaze and irregular purple splashes, showing a simple rounded form and pooled color",a Japanese Hagi ware tea bowl,"a Japanese Hagi ware tea bowl with a porous stoneware body and milky white crackled glaze, showing a irregular foot and ash-toned surface",1,1,True,False,False,True,1011,pair_028_native_SS_g1_r1_s1011,pair_028,28,2,2,True,False,False,True,1,sample_0432,1,pair_028_standalone_A_g1_r1_s1011,pair_028_standalone_B_g1_r1_s1011
knowledge_insufficiency,False,True,True,a Japanese Bizen stoneware vase,"a Japanese Bizen stoneware vase with an unglazed reddish-brown body marked by natural ash deposits and flame flashes, showing an austere asymmetrical form",a French Puisaye stoneware vase,"a French Puisaye stoneware vase with a dark salt-glazed stoneware body and earthy brown-to-gray surface, showing incised bands and robust hand-thrown proportions",3,3,True,True,False,True,1013,pair_029_native_SS_g1_r3_s1013,pair_029,29,5,0,True,True,False,True,3,sample_0433,1,pair_029_standalone_A_g1_r3_s1013,pair_029_standalone_B_g1_r3_s1013
mixed_or_uncertain,True,True,True,a Moroccan Safi pottery vase,"a Moroccan Safi pottery vase with a glazed earthenware body painted in blue, green, yellow, and brown, showing arabesques and floral medallions",a Tunisian Nabeul pottery vase,"a Tunisian Nabeul pottery vase with a white glazed body painted in cobalt blue, turquoise, yellow, and green, showing fish, flowers, and Mediterranean geometric borders",2,2,True,False,False,True,3031,pair_026_native_SS_g3_r1_s3031,pair_026,26,2,3,True,False,True,True,1,sample_0434,3,pair_026_standalone_A_g3_r1_s3031,pair_026_standalone_B_g3_r1_s3031
knowledge_insufficiency,True,True,True,a Japanese Raku tea bowl,"a Japanese Raku tea bowl with a hand-shaped low-fired body and irregular black glaze, showing a warped rim and tactile matte-to-gloss surface",a Japanese Onta ware bowl,"a Japanese Onta ware bowl made of stoneware with slip-trailed and combed decoration, showing rhythmic white, brown, and ochre bands made by wheel techniques",2,2,True,False,False,True,3032,pair_019_native_SS_g3_r2_s3032,pair_019,19,2,2,True,False,False,True,2,sample_0435,3,pair_019_standalone_A_g3_r2_s3032,pair_019_standalone_B_g3_r2_s3032
shift_location_disagreement,False,False,True,an Indian Bidriware vase,"an Indian Bidriware vase made of blackened zinc alloy inlaid with silver, showing poppy flowers, geometric lattices, and arabesques",a Syrian Damascene inlaid-brass vase,"a Syrian Damascene inlaid-brass vase made of darkened brass inlaid with silver and copper, showing calligraphic bands, interlaced stars, and scrolling arabesques",4,3,True,True,True,True,1013,pair_047_native_SS_g1_r3_s1013,pair_047,47,3,4,True,True,True,True,3,sample_0439,1,pair_047_standalone_A_g1_r3_s1013,pair_047_standalone_B_g1_r3_s1013
mixed_or_uncertain,True,False,True,an Italian Renaissance maiolica plate,"an Italian Renaissance maiolica plate with opaque white tin glaze, painted in cobalt blue, ochre yellow, copper green, and manganese purple with a figurative medallion and scrolling foliage",a French Nevers faience plate,"a French Nevers faience plate with white tin glaze, painted in deep blue, yellow, and manganese with heraldic, pastoral, and symmetrical floral motifs",2,2,True,False,False,True,1011,pair_014_native_SS_g1_r1_s1011,pair_014,14,3,4,True,True,True,True,1,sample_0442,1,pair_014_standalone_A_g1_r1_s1011,pair_014_standalone_B_g1_r1_s1011
knowledge_insufficiency,False,True,True,a Chinese cloisonné enamel plate,"a Chinese cloisonné enamel plate with turquoise and cobalt-blue enamel cells separated by gilded metal wires, showing lotus, cloud, and auspicious motifs",a French Limoges painted-enamel plate,"a French Limoges painted-enamel plate with opaque and translucent enamel painted over copper, showing Renaissance figures, grisaille shading, and jewel-toned borders",3,2,True,True,False,True,3033,pair_049_native_SS_g3_r3_s3033,pair_049,49,5,3,True,True,False,True,3,sample_0444,3,pair_049_standalone_A_g3_r3_s3033,pair_049_standalone_B_g3_r3_s3033
shift_location_disagreement,False,False,True,a Persian floral carpet,"a Persian floral carpet with a wool pile and central medallion, showing curving vines, palmettes, and flowers in deep red, blue, and ivory",a Tibetan khaden carpet,"a Tibetan khaden carpet with a compact wool pile in red, blue, yellow, and cream, showing snow lions, lotus flowers, clouds, or checkerboard motifs",4,1,True,True,True,True,2021,pair_089_native_SS_g2_r1_s2021,pair_089,89,3,4,True,True,True,True,1,sample_0448,2,pair_089_standalone_A_g2_r1_s2021,pair_089_standalone_B_g2_r1_s2021
knowledge_insufficiency,True,True,True,a Japanese raden lacquerware tray,"a Japanese raden lacquerware tray with deep black lacquer and iridescent mother-of-pearl shell inlay forming bird, flower, and geometric motifs",a Korean najeonchilgi lacquerware tray,"a Korean najeonchilgi lacquerware tray with black lacquer and mother-of-pearl inlay, showing chrysanthemum scrolls, cranes, and repeated geometric borders",2,0,True,False,False,True,3032,pair_035_native_SS_g3_r2_s3032,pair_035,35,1,1,True,False,False,True,2,sample_0450,3,pair_035_standalone_A_g3_r2_s3032,pair_035_standalone_B_g3_r2_s3032
knowledge_insufficiency,True,False,True,a Russian Fabergé-style guilloché enamel box,"a Russian Fabergé-style guilloché enamel box with translucent enamel over machine-engraved radiating patterns, showing pastel color fields, gold mounts, and jeweled accents",an Indian Jaipur meenakari enamel box,"an Indian Jaipur meenakari enamel box with opaque red, green, blue, and white enamel on gilded metal, showing peacocks, flowers, and scrolling foliage",3,3,True,False,True,True,1012,pair_043_native_SS_g1_r2_s1012,pair_043,43,3,5,True,False,True,True,2,sample_0462,1,pair_043_standalone_A_g1_r2_s1012,pair_043_standalone_B_g1_r2_s1012
mixed_or_uncertain,True,True,True,a Spanish Toledo damascened vase,"a Spanish Toledo damascened vase made of blackened steel inlaid with gold and silver, showing Moorish arabesques and geometric filigree patterns",a Korean ipsa metal-inlay vase,"a Korean ipsa metal-inlay vase made of dark patinated metal inlaid with silver wire, showing cranes, clouds, and sparse linear landscape motifs",3,3,True,False,False,True,3031,pair_046_native_SS_g3_r1_s3031,pair_046,46,2,3,True,False,True,True,1,sample_0463,3,pair_046_standalone_A_g3_r1_s3031,pair_046_standalone_B_g3_r1_s3031
knowledge_insufficiency,True,True,True,a Chinese Jun ware ceramic bowl,"a Chinese Jun ware ceramic bowl with a thick opalescent blue glaze and irregular purple splashes, showing a simple rounded form and pooled color",a Japanese Hagi ware tea bowl,"a Japanese Hagi ware tea bowl with a porous stoneware body and milky white crackled glaze, showing a irregular foot and ash-toned surface",2,2,True,False,False,True,1013,pair_028_native_SS_g1_r3_s1013,pair_028,28,2,3,True,False,False,True,3,sample_0465,1,pair_028_standalone_A_g1_r3_s1013,pair_028_standalone_B_g1_r3_s1013
mixed_or_uncertain,True,False,True,a Chinese sancai glazed ceramic jar,"a Chinese sancai glazed ceramic jar with amber, green, and cream lead glazes over a rounded earthenware body, showing drips and molded relief bands",a Peruvian Chulucanas pottery jar,"a Peruvian Chulucanas pottery jar with a burnished clay surface in black, cream, and brown, showing negative-painted geometric bands and abstract figures",2,3,True,True,True,True,2023,pair_022_native_SS_g2_r3_s2023,pair_022,22,2,4,True,False,True,True,3,sample_0468,2,pair_022_standalone_A_g2_r3_s2023,pair_022_standalone_B_g2_r3_s2023
mixed_or_uncertain,True,True,True,a Chinese carved-jade pendant,"a Chinese carved-jade pendant made from polished pale green or white jade, showing pierced clouds, dragons, or floral scrolls in low relief",a Māori pounamu hei tiki pendant,"a Māori pounamu hei tiki pendant carved from translucent greenstone in a compact ancestral figure, showing an inclined head, large eyes, and curved limbs",3,2,True,True,False,True,1011,pair_099_native_SS_g1_r1_s1011,pair_099,99,3,2,True,False,False,True,1,sample_0477,1,pair_099_standalone_A_g1_r1_s1011,pair_099_standalone_B_g1_r1_s1011
knowledge_insufficiency,True,True,True,a Chinese celadon ceramic bowl,"a Chinese celadon ceramic bowl with translucent blue-green glaze, showing carved lotus petals beneath the glaze",a Vietnamese Lý–Trần celadon ceramic bowl,"a Vietnamese Lý–Trần celadon ceramic bowl with a pale jade-green glaze and lightly crackled surface, showing carved lotus petals and combed floral decoration",2,2,True,False,False,True,1013,pair_010_native_SS_g1_r3_s1013,pair_010,10,2,3,True,False,False,True,3,sample_0478,1,pair_010_standalone_A_g1_r3_s1013,pair_010_standalone_B_g1_r3_s1013
knowledge_insufficiency,True,True,True,a Japanese Bizen stoneware vase,"a Japanese Bizen stoneware vase with an unglazed reddish-brown body marked by natural ash deposits and flame flashes, showing an austere asymmetrical form",a French Puisaye stoneware vase,"a French Puisaye stoneware vase with a dark salt-glazed stoneware body and earthy brown-to-gray surface, showing incised bands and robust hand-thrown proportions",3,2,True,False,False,True,2023,pair_029_native_SS_g2_r3_s2023,pair_029,29,3,3,True,False,False,True,3,sample_0482,2,pair_029_standalone_A_g2_r3_s2023,pair_029_standalone_B_g2_r3_s2023
knowledge_insufficiency,True,False,True,a Panamanian mola textile panel,"a Panamanian mola textile panel made with layered reverse appliqué in colors, showing animals, plants, and maze-like geometric contours",a Ukrainian Hutsul embroidery panel,"a Ukrainian Hutsul embroidery panel worked in cross-stitch with red, orange, black, and green thread, showing diamonds, hooks, and repeated geometric bands",2,2,True,False,False,True,2021,pair_079_native_SS_g2_r1_s2021,pair_079,79,2,5,True,False,True,True,1,sample_0487,2,pair_079_standalone_A_g2_r1_s2021,pair_079_standalone_B_g2_r1_s2021
shift_location_disagreement,False,False,True,an Indian kantha quilt,"an Indian kantha quilt made from layered cotton joined by running stitches, showing rippling lines, lotus flowers, animals, and narrative folk scenes",a Korean bojagi patchwork wrapping cloth,"a Korean bojagi patchwork wrapping cloth assembled from translucent or opaque fabric rectangles, showing asymmetrical geometric seams and jewel-toned color blocks",3,2,True,False,True,True,3032,pair_078_native_SS_g3_r2_s3032,pair_078,78,3,4,True,False,True,True,2,sample_0491,3,pair_078_standalone_A_g3_r2_s3032,pair_078_standalone_B_g3_r2_s3032
composition_mechanism_failure,True,True,True,an Indian Banarasi brocade textile panel,"an Indian Banarasi brocade textile panel woven in rich silk with gold zari, showing floral buta, scrolling vines, and elaborate architectural borders",a Turkmen keteni silk textile panel,"a Turkmen keteni silk textile panel woven in narrow bands of red, yellow, green, and purple silk, showing stripes and geometric accents",2,2,True,True,True,True,2021,pair_064_native_SS_g2_r1_s2021,pair_064,64,2,3,True,True,True,True,1,sample_0514,2,pair_064_standalone_A_g2_r1_s2021,pair_064_standalone_B_g2_r1_s2021
mixed_or_uncertain,True,False,True,a Turkish flat-woven kilim,"a Turkish flat-woven kilim with interlocked wool wefts in red, blue, orange, and cream, showing hooked diamonds, ram horns, and stepped medallions",a Serbian Pirot kilim,"a Serbian Pirot kilim with a reversible flat weave and red, black, blue, and white geometry, showing turtles, hooks, and repeated protective motifs",3,3,True,False,True,True,1013,pair_086_native_SS_g1_r3_s1013,pair_086,86,3,4,True,True,True,True,3,sample_0515,1,pair_086_standalone_A_g1_r3_s1013,pair_086_standalone_B_g1_r3_s1013
mixed_or_uncertain,False,True,True,a Dutch blue-and-white Delftware vase,"a Dutch blue-and-white Delftware vase with opaque white tin glaze, painted in cobalt blue with canal-house, tulip, and ornamental border motifs",a Tunisian Qallaline faience vase,"a Tunisian Qallaline faience vase with tin glaze, painted in cobalt blue, green, ochre, and manganese with cypress, arch, and floral motifs",3,2,True,True,False,True,2021,pair_013_native_SS_g2_r1_s2021,pair_013,13,4,3,True,True,True,True,1,sample_0518,2,pair_013_standalone_A_g2_r1_s2021,pair_013_standalone_B_g2_r1_s2021
knowledge_insufficiency,True,False,True,a Chinese bronze ritual bowl,"a Chinese bronze ritual bowl with a dark patinated bronze surface and cast relief, showing taotie-like masks, leiwen spirals, and symmetrical handles",a Korean bangjja bronze bowl,"a Korean bangjja bronze bowl made of hand-hammered bronze with a golden surface, showing a clean resonant form, hammer marks, and minimal ornament",2,2,True,False,False,True,1013,pair_060_native_SS_g1_r3_s1013,pair_060,60,3,4,True,False,True,True,3,sample_0520,1,pair_060_standalone_A_g1_r3_s1013,pair_060_standalone_B_g1_r3_s1013
knowledge_insufficiency,False,True,True,an Indian Banarasi brocade textile panel,"an Indian Banarasi brocade textile panel woven in rich silk with gold zari, showing floral buta, scrolling vines, and elaborate architectural borders",a Turkmen keteni silk textile panel,"a Turkmen keteni silk textile panel woven in narrow bands of red, yellow, green, and purple silk, showing stripes and geometric accents",4,2,True,True,False,True,3032,pair_064_native_SS_g3_r2_s3032,pair_064,64,3,3,True,True,False,True,2,sample_0521,3,pair_064_standalone_A_g3_r2_s3032,pair_064_standalone_B_g3_r2_s3032
knowledge_insufficiency,True,False,True,a Spanish Toledo damascened vase,"a Spanish Toledo damascened vase made of blackened steel inlaid with gold and silver, showing Moorish arabesques and geometric filigree patterns",a Korean ipsa metal-inlay vase,"a Korean ipsa metal-inlay vase made of dark patinated metal inlaid with silver wire, showing cranes, clouds, and sparse linear landscape motifs",2,2,True,False,False,True,1013,pair_046_native_SS_g1_r3_s1013,pair_046,46,2,4,True,False,True,True,3,sample_0526,1,pair_046_standalone_A_g1_r3_s1013,pair_046_standalone_B_g1_r3_s1013
composition_mechanism_failure,False,True,True,a Japanese Tsugaru-nuri lacquerware box,"a Japanese Tsugaru-nuri lacquerware box with many polished lacquer layers forming mottled red, black, yellow, and green patterns across a geometric form",a Kashmiri papier-mâché lacquer box,"a Kashmiri papier-mâché lacquer box with a lacquered paper-pulp body painted in gold and jewel colors, showing chinar leaves, flowers, and arabesques",2,2,True,False,True,True,2022,pair_039_native_SS_g2_r2_s2022,pair_039,39,2,3,True,False,True,True,2,sample_0528,2,pair_039_standalone_A_g2_r2_s2022,pair_039_standalone_B_g2_r2_s2022
mixed_or_uncertain,True,False,True,a Japanese brocade obi sash,"a Japanese brocade obi sash woven in silk and metallic thread, showing large chrysanthemums, cranes, fans, and rhythmic geometric grounds",a Korean gold-thread brocade sash,"a Korean gold-thread brocade sash woven in colored silk with metallic thread, showing compact clouds, peonies, phoenixes, and repeating geometric borders",2,2,True,True,False,True,2021,pair_067_native_SS_g2_r1_s2021,pair_067,67,2,4,True,False,True,True,1,sample_0530,2,pair_067_standalone_A_g2_r1_s2021,pair_067_standalone_B_g2_r1_s2021
composition_mechanism_failure,False,True,True,a Dutch blue-and-white Delftware vase,"a Dutch blue-and-white Delftware vase with opaque white tin glaze, painted in cobalt blue with canal-house, tulip, and ornamental border motifs",a Tunisian Qallaline faience vase,"a Tunisian Qallaline faience vase with tin glaze, painted in cobalt blue, green, ochre, and manganese with cypress, arch, and floral motifs",4,2,True,True,True,True,2022,pair_013_native_SS_g2_r2_s2022,pair_013,13,5,2,True,True,True,True,2,sample_0535,2,pair_013_standalone_A_g2_r2_s2022,pair_013_standalone_B_g2_r2_s2022
composition_mechanism_failure,False,True,True,an English Wedgwood jasperware vase,"an English Wedgwood jasperware vase with a matte blue stoneware body and white relief decoration, showing classical figures, laurel swags, and geometric borders",a Portuguese Caldas da Rainha ceramic vase,"a Portuguese Caldas da Rainha ceramic vase with brightly glazed sculptural earthenware, showing naturalistic leaves, fruit, insects, and textured relief surfaces",4,2,True,True,True,True,1013,pair_027_native_SS_g1_r3_s1013,pair_027,27,4,3,True,True,True,True,3,sample_0536,1,pair_027_standalone_A_g1_r3_s1013,pair_027_standalone_B_g1_r3_s1013
